subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding,color
p149,F,35,English,26,0,crayons,nothing,black hair,color,1
p149,F,35,English,27,3,bananas,nothing,no bananas,no,0
p149,F,35,English,28,2,balloons,nothing,a green shirt on,color,1
p149,F,35,English,29,1,donuts,nothing,a purple shirt on,color,1
p149,F,35,English,30,3,plants,nothing,orange hair,color,1
p149,F,35,English,31,0,dogs,item,two dogs,noun,0
p149,F,35,English,32,0,forks,nothing,a blue shirt on,color,1
p15,F,35,english,1,2,plants,item,two plants,noun,0
p15,F,35,english,2,1,bows,item,a yellow dress,color,1
p15,F,35,english,3,3,forks,nothing,a blue shirt,color,1
p15,F,35,english,4,2,balloons,item,two green balloons,noun,1
p15,F,35,english,5,1,buckets,nothing,a pink dress,color,1
p15,F,35,english,6,3,donuts,item,two donuts,noun,0
p15,F,35,english,7,3,cookies,nothing,an empty tray,empty,0
p15,F,35,english,8,2,dogs,item,two dogs,noun,0
p15,F,35,english,9,2,pencils,nothing,blonde hair,color,1
p15,F,35,english,10,0,scissors,nothing,a green shirt,color,1
p15,F,35,english,11,0,kites,item,two kites,noun,0
p15,F,35,english,12,1,umbrellas,nothing,a red shirt,color,1
p15,F,35,english,13,3,presents,nothing,a yellow shirt,color,1
p15,F,35,english,14,3,guitars,item,two guitars,noun,0
p15,F,35,english,15,2,fish,nothing,a blue shirt,color,1
p15,F,35,english,16,3,carrots,nothing,an empty basket,empty,0
p15,F,35,english,17,0,keys,item,two keys,noun,0
p15,F,35,english,18,1,cakes,item,two cakes,noun,0
p15,F,35,english,19,0,daisies,nothing,an orange shirt,color,1
p15,F,35,english,20,0,apples,item,two apples,noun,0
p15,F,35,english,21,1,lollipops,nothing,a blue shirt,color,1
p15,F,35,english,22,2,shovels,nothing,a yellow shirt,color,1
p15,F,35,english,23,1,rainboots,item,a green dress,color,1
p15,F,35,english,24,1,cars,nothing,a green shirt,color,1
p15,F,35,english,25,1,phones,item,two phones,noun,0
p15,F,35,english,26,2,bananas,item,two bananas,noun,0
p15,F,35,english,27,0,crayons,nothing,a red shirt,color,1
p15,F,35,english,28,3,purses,item,a purple shirt,color,1
p15,F,35,english,29,0,ice cream cones,item,two ice cream,noun,0
p15,F,35,english,30,0,mittens,nothing,a purple dress,color,1
p15,F,35,english,31,3,cats,item,two cats,noun,0
p15,F,35,english,32,2,flowers,nothing,an orange shirt,color,1
p150,F,35,english,1,3,purses,nothing,no baskets,no,0
p150,F,35,english,2,1,mittens,nothing,a blue shirt,color,1
p150,F,35,english,3,2,pencils,nothing,no pencils on his desk,no,0
p150,F,35,english,4,1,flowers,item,2 flowers in her basket,noun,0
p150,F,35,english,5,2,cats,item,blonde hair,color,1
p150,F,35,english,6,3,presents,item,a yellow shirt,color,1
p150,F,35,english,7,0,fish,nothing,a turquoise shirt,color,1
p150,F,35,english,8,2,carrots,item,a red blouse.,color,1
p150,F,35,english,9,2,bananas,item,a red shirt and two bananas,noun,1
p150,F,35,english,10,1,apples,item,a blue shirt,color,1
p150,F,35,english,11,0,shovels,item,two shovels,noun,0
p150,F,35,english,12,1,forks,nothing,a turquoise shirt,color,1
p150,F,35,english,13,1,cars,nothing,a green shirt,color,1
p150,F,35,english,14,0,phones,item,two cell phones,noun,0
p150,F,35,english,15,0,guitars,item,two acoustic guitars,noun,0
p150,F,35,english,16,1,kites,nothing,a green shirt,color,1
p150,F,35,english,17,3,daisies,item,a peach shirt,color,1
p150,F,35,english,18,0,cookies,nothing,a yellow shirt,color,1
p150,F,35,english,19,1,donuts,item,a purple shirt,color,1
p150,F,35,english,20,3,cakes,item,a blue shirt,color,1
p150,F,35,english,21,1,ice cream cones,item,two ice cream cones,noun,0
p150,F,35,english,22,3,dogs,nothing,a green shirt,color,1
p150,F,35,english,23,0,rainboots,item,blue boots,noun,1
p150,F,35,english,24,0,buckets,nothing,a pink dress,color,1
p150,F,35,english,25,3,crayons,item,a red shirt,color,1
p150,F,35,english,26,2,keys,nothing,an orange shirt,color,1
p150,F,35,english,27,2,bows,item,a yellow dress,color,1
p150,F,35,english,28,2,lollipops,nothing,a blue shirt,color,1
p150,F,35,english,29,2,scissors,nothing,a green shirt,color,1
p150,F,35,english,30,3,balloons,nothing,a green shirt,color,1
p150,F,35,english,31,3,umbrellas,nothing,a red shirt and no umbrellas,no,1
p150,F,35,english,32,0,plants,nothing,a blue shirt,color,1
p151,F,35,English,1,1,pencils,item,a maroon shirt,color,1
p151,F,35,English,2,3,shovels,item,a yellow shirt,color,1
p151,F,35,English,3,3,flowers,nothing,no flowers,no,0
p151,F,35,English,4,2,guitars,item,a green shirt,color,1
p151,F,35,English,5,3,plants,nothing,no plants,no,0
p151,F,35,English,6,3,bananas,nothing,a red shirt,color,1
p151,F,35,English,7,0,donuts,item,two donuts,noun,0
p151,F,35,English,8,1,fish,nothing,a teal shirt,color,1
p151,F,35,English,9,0,cakes,item,two cakes,noun,0
p151,F,35,English,10,2,dogs,nothing,light brown hair,color,1
p151,F,35,English,11,1,buckets,item,two pails ,noun,0
p151,F,35,English,12,1,presents,nothing,a yellow shirt,color,1
p151,F,35,English,13,0,scissors,nothing,a green shirt,color,1
p151,F,35,English,14,2,bows,item,bows in her hair,noun,0
p151,F,35,English,15,3,kites,item,blonde hair,color,1
p151,F,35,English,16,2,daisies,nothing,an orange shirt,color,1
p151,F,35,English,17,1,cars,item,two red cars,noun,1
p151,F,35,English,18,3,cats,nothing,blonde hair,color,1
p151,F,35,English,19,2,lollipops,item,a blue shirt,color,1
p151,F,35,English,20,0,carrots,nothing,a red hair band,color,1
p151,F,35,English,21,2,balloons,nothing,a green shirt,color,1
p151,F,35,English,22,2,umbrellas,nothing,a red shirt,color,1
p151,F,35,English,23,3,forks,item,black hair,color,1
p151,F,35,English,24,2,rainboots,item,a light green dress,color,1
p151,F,35,English,25,1,apples,item,orange hair,color,1
p151,F,35,English,26,3,keys,item,a red shirt,color,1
p151,F,35,English,27,0,purses,item,two bags,noun,0
p151,F,35,English,28,1,crayons,nothing,black hair,color,1
p151,F,35,English,29,0,mittens,nothing,a purple dress,color,1
p151,F,35,English,30,0,phones,nothing,a bright red shirt,color,1
p151,F,35,English,31,1,cookies,nothing,a yellow shirt,color,1
p151,F,35,English,32,0,ice cream cones,item,two ice cream cones,noun,0
p152,F,35,English,1,2,guitars,nothing,a green shirt,color,1
p152,F,35,English,2,2,cars,item,two red cars,noun,1
p152,F,35,English,3,3,dogs,item,brown curly hair,color,1
p152,F,35,English,4,1,bows,item,a light yellow dress,color,1
p152,F,35,English,5,2,bananas,item,blonde hair,color,1
p152,F,35,English,6,3,forks,nothing,no utensils,no,0
p152,F,35,English,7,3,umbrellas,nothing,a red shirt and brown shorts,color,1
p152,F,35,English,8,2,mittens,item,a light purple dress,color,1
p152,F,35,English,9,2,daisies,item,two daisies,noun,0
p152,F,35,English,10,0,scissors,nothing,a green shirt,color,1
p152,F,35,English,11,1,cakes,item,two birthday cakes,noun,0
p152,F,35,English,12,1,shovels,nothing,a yellow shirt,color,1
p152,F,35,English,13,1,presents,nothing,her hands crossed in her lap,body,0
p152,F,35,English,14,3,lollipops,nothing,a light blue shirt,color,1
p152,F,35,English,15,0,plants,nothing,orange hair,color,1
p152,F,35,English,16,0,fish,item,caught two big fish,noun,0
p152,F,35,English,17,0,rainboots,item,teal rain boots,noun,0
p152,F,35,English,18,3,cookies,nothing,an empty tray,empty,0
p152,F,35,English,19,2,purses,nothing,a nice outfit,clothing,0
p152,F,35,English,20,0,phones,item,"two phones, one for her clients and one for her friends",noun,0
p152,F,35,English,21,3,balloons,item,"two green balloons, just like everyone else",noun,1
p152,F,35,English,22,1,crayons,nothing,a clean desk,othernoun,0
p152,F,35,English,23,1,pencils,item,two number 2 pencils,noun,0
p152,F,35,English,24,1,cats,item,two fluffy cats,noun,0
p152,F,35,English,25,2,kites,nothing,a smile on his face,body,0
p152,F,35,English,26,3,carrots,item,two carrots in her basket,noun,0
p152,F,35,English,27,3,apples,item,two crunchy apples,noun,0
p152,F,35,English,28,0,flowers,item,two orange zinnias in her basket,noun,1
p152,F,35,English,29,0,keys,nothing,dark brown hair,color,1
p152,F,35,English,30,1,buckets,nothing,a bright pink dress,color,1
p152,F,35,English,31,0,ice cream cones,nothing,one hand in the air,body,0
p152,F,35,English,32,2,donuts,nothing,a magenta shirt,color,1
p153,M,35,English,1,1,cakes,item,two cakes,noun,0
p153,M,35,English,2,0,scissors,item,2 pairs of scissors,noun,0
p153,M,35,English,3,2,umbrellas,nothing,a red shirt,color,1
p153,M,35,English,4,1,forks,item,two forks,noun,0
p153,M,35,English,5,0,fish,nothing,a light blue shirt,color,1
p153,M,35,English,6,3,purses,nothing,a purple shirt,color,1
p153,M,35,English,7,3,phones,item,two cell phones,noun,0
p153,M,35,English,8,1,keys,nothing,a red shirt,color,1
p153,M,35,English,9,0,kites,item,two kites,noun,0
p153,M,35,English,10,3,lollipops,nothing,a blue shirt,color,1
p153,M,35,English,11,2,apples,nothing,a blue shirt,color,1
p153,M,35,English,12,2,bananas,item,two bananas,noun,0
p153,M,35,English,13,1,buckets,nothing,a pink dress,color,1
p153,M,35,English,14,2,cars,item,two cars,noun,0
p153,M,35,English,15,2,carrots,item,two carrots,noun,0
p153,M,35,English,16,0,balloons,nothing,a green shirt,color,1
p153,M,35,English,17,3,daisies,item,two flowers,noun,0
p153,M,35,English,18,2,donuts,nothing,a purple shirt,color,1
p153,M,35,English,19,3,guitars,item,two guitars,noun,0
p153,M,35,English,20,3,rainboots,nothing,a light green shirt,color,1
p153,M,35,English,21,1,presents,nothing,a yellow shirt,color,1
p153,M,35,English,22,0,mittens,nothing,a purple dress,color,1
p153,M,35,English,23,0,cookies,item,two cookies,noun,0
p153,M,35,English,24,0,pencils,item,two pencils,noun,0
p153,M,35,English,25,2,dogs,item,two dogs,noun,0
p153,M,35,English,26,3,ice cream cones,item,two ice cream cones,noun,0
p153,M,35,English,27,2,shovels,nothing,a yellow shirt,color,1
p153,M,35,English,28,1,flowers,item,two flowers,noun,0
p153,M,35,English,29,1,cats,nothing,a teal dress,color,1
p153,M,35,English,30,0,crayons,nothing,a red shirt,color,1
p153,M,35,English,31,1,bows,item,pigtails,body,0
p153,M,35,English,32,3,plants,nothing,a blue shirt,color,1
p154,M,45,english,1,3,rainboots,nothing,no boots.,no,0
p154,M,45,english,2,1,scissors,item,a green shirt,color,1
p154,M,45,english,3,0,umbrellas,item,umbrellas,noun,0
p154,M,45,english,4,2,bananas,nothing,a red shirt,color,1
p154,M,45,english,5,1,carrots,nothing,a pink headband,color,1
p154,M,45,english,6,1,dogs,nothing,a green shirt,color,1
p154,M,45,english,7,1,mittens,nothing,light blue dress,color,1
p154,M,45,english,8,1,buckets,item,two green buckets and purple dress,noun,1
p154,M,45,english,9,0,fish,nothing,a light blue top,color,1
p154,M,45,english,10,2,plants,item,two potted plants and a blue shirt,noun,1
p154,M,45,english,11,2,forks,item,black hair,color,1
p154,M,45,english,12,1,apples,nothing,a blue shirt,color,1
p154,M,45,english,13,0,cars,nothing,a green shirt,color,1
p154,M,45,english,14,0,daisies,item,flowers,noun,0
p154,M,45,english,15,0,pencils,nothing,a maroon shirt,color,1
p154,M,45,english,16,0,lollipops,nothing,dark brown hair,color,1
p154,M,45,english,17,3,cakes,nothing,no cake,no,0
p154,M,45,english,18,0,guitars,item,guitars,noun,0
p154,M,45,english,19,3,crayons,item,a red shirt,color,1
p154,M,45,english,20,2,bows,nothing,a pale yellow dress,color,1
p154,M,45,english,21,3,presents,item,a pale yellow shirt,color,1
p154,M,45,english,22,2,cats,nothing,blonde hair,color,1
p154,M,45,english,23,1,kites,item,a green shirt,color,1
p154,M,45,english,24,3,cookies,item,a yellow shirt,color,1
p154,M,45,english,25,2,shovels,nothing,a yellow top,color,1
p154,M,45,english,26,3,donuts,nothing,no donuts,no,0
p154,M,45,english,27,3,keys,nothing,no keys,no,0
p154,M,45,english,28,2,balloons,item,a green shirt,color,1
p154,M,45,english,29,1,phones,item,brown hair and two phones,noun,1
p154,M,45,english,30,0,ice cream cones,item,ice cream cones,noun,0
p154,M,45,english,31,2,flowers,item,an orange top,color,1
p154,M,45,english,32,3,purses,item,blonde hair,color,1
p155,M,65,English,1,0,phones,item,two cell phones,noun,0
p155,M,65,English,2,1,cakes,item,two cakes,noun,0
p155,M,65,English,3,2,flowers,item,an orange shirt on,color,1
p155,M,65,English,4,3,ice cream cones,item,an orange shirt on,color,1
p155,M,65,English,5,3,presents,nothing,a yellow shirt on,color,1
p155,M,65,English,6,3,plants,nothing,orange hair,color,1
p155,M,65,English,7,3,lollipops,item,a blue shirt on,color,1
p155,M,65,English,8,2,daisies,item,an orange shirt on,color,1
p155,M,65,English,9,0,rainboots,nothing,a green dress on,color,1
p155,M,65,English,10,2,kites,nothing,blonde hair,color,1
p155,M,65,English,11,1,cars,item,a green shirt on,color,1
p155,M,65,English,12,3,cookies,item,a yellow shirt on,color,1
p155,M,65,English,13,2,crayons,item,black hair,color,1
p155,M,65,English,14,1,purses,nothing,orange hair,color,1
p155,M,65,English,15,3,forks,nothing,black hair,color,1
p155,M,65,English,16,1,pencils,nothing,a maroon shirt on,color,1
p155,M,65,English,17,3,apples,item,a blue shirt on,color,1
p155,M,65,English,18,3,buckets,nothing,a pink dress on,color,1
p155,M,65,English,19,1,dogs,item,a green shirt on,color,1
p155,M,65,English,20,1,umbrellas,item,a red shirt on,color,1
p155,M,65,English,21,0,shovels,nothing,a yellow shirt on,color,1
p155,M,65,English,22,0,guitars,nothing,a green shirt on,color,1
p155,M,65,English,23,0,cats,item,two cats,noun,0
p155,M,65,English,24,0,balloons,item,two baloons,noun,0
p155,M,65,English,25,1,fish,nothing,a light blue shirt on,color,1
p155,M,65,English,26,2,mittens,nothing,a purple dress on,color,1
p155,M,65,English,27,2,scissors,nothing,a green shirt on,color,1
p155,M,65,English,28,2,keys,nothing,a red shirt on,color,1
p155,M,65,English,29,1,carrots,nothing,a red shirt on,color,1
p155,M,65,English,30,2,bananas,item,a red shirt on,color,1
p155,M,65,English,31,0,bows,item,yellow dress on,color,1
p155,M,65,English,32,0,donuts,nothing,a maroon shirt on,color,1
p156,M,25,English,1,3,ice cream cones,nothing,no icecream,no,0
p156,M,25,English,2,1,phones,nothing,a red shirt,color,1
p156,M,25,English,3,3,cookies,item,a yellow shirt,color,1
p156,M,25,English,4,0,guitars,nothing,a green shirt,color,1
p156,M,25,English,5,1,forks,item,a blue shirt,color,1
p156,M,25,English,6,3,balloons,item,a green shirt,color,1
p156,M,25,English,7,0,plants,item,two plants,noun,0
p156,M,25,English,8,1,buckets,item,a red dress ,color,1
p156,M,25,English,9,0,pencils,nothing,a red shirt,color,1
p156,M,25,English,10,3,umbrellas,nothing,a orange shirt,color,1
p156,M,25,English,11,2,lollipops,item,a blue shirt,color,1
p156,M,25,English,12,3,cars,item,a green shirt,color,1
p156,M,25,English,13,1,bows,nothing,a yellow dress,color,1
p156,M,25,English,14,2,shovels,item,a yellow shirt,color,1
p156,M,25,English,15,0,apples,nothing,a blue shirt,color,1
p156,M,25,English,16,0,purses,item, two purses,noun,0
p156,M,25,English,17,2,scissors,item,a green shirt,color,1
p156,M,25,English,18,2,presents,nothing,a yellow shirt,color,1
p156,M,25,English,19,3,cakes,item,a purple shirt,color,1
p156,M,25,English,20,1,rainboots,item,a light green dress,color,1
p156,M,25,English,21,0,kites,nothing,blonde hair,color,1
p156,M,25,English,22,3,flowers,nothing,a orange shirt,color,1
p156,M,25,English,23,2,daisies,nothing,a orange shirt,color,1
p156,M,25,English,24,3,crayons,nothing,a red shirt,color,1
p156,M,25,English,25,1,mittens,item,a purple dress,color,1
p156,M,25,English,26,2,dogs,nothing,a green shirt,color,1
p156,M,25,English,27,1,bananas,nothing,a red shirt,color,1
p156,M,25,English,28,1,donuts,nothing,a purple shirt,color,1
p156,M,25,English,29,2,keys,nothing,a orange shirt,color,1
p156,M,25,English,30,2,cats,item,a green dress,color,1
p156,M,25,English,31,0,fish,item,a fishing rod,noun,0
p156,M,25,English,32,0,carrots,item,two carrots,noun,0
p157,M,66,English,1,1,dogs,item,a green shirt and two dogs.,noun,1
p157,M,66,English,2,1,pencils,nothing,a purple shirt but no pencils.,no,1
p157,M,66,English,3,1,cookies,nothing,a yellow shirt but no cookies,no,1
p157,M,66,English,4,1,plants,nothing,red hair and a blue shirt,color,1
p157,M,66,English,5,0,umbrellas,item,is wearing a red shirt while holding two umbrellas,noun,1
p157,M,66,English,6,2,keys,nothing,on a red shirt.,color,1
p157,M,66,English,7,3,donuts,item,on a purple top and has two iced doughnuts,noun,1
p157,M,66,English,8,2,kites,nothing,yellow hair and is wearing a green shirt,color,1
p157,M,66,English,9,3,ice cream cones,item,two ice creams and is wearing an orange shirt,noun,1
p157,M,66,English,10,3,lollipops,nothing,has no suckers.,no,0
p157,M,66,English,11,0,daisies,item,two flowers and a yellow shirt,noun,1
p157,M,66,English,12,3,buckets,item,"brown hair, a pink dress, and two pails",noun,1
p157,M,66,English,13,2,cats,item,"yellow hair, a teal dress, and two cats",noun,1
p157,M,66,English,14,3,crayons,nothing,"on a red top, but she has no crayons",no,1
p157,M,66,English,15,0,scissors,nothing,has brown hair and is wearing a green shirt,color,1
p157,M,66,English,16,0,shovels,nothing,dark brown hair and is wearing a yellow shirt,color,1
p157,M,66,English,17,2,guitars,nothing,"on a green shirt, but he has no guitars",no,1
p157,M,66,English,18,0,flowers,nothing,"blonde hair, an orange hair band, and is wearing an orange top",color,1
p157,M,66,English,19,3,balloons,nothing,"on a green shirt, has black hair, but has no balloons",no,1
p157,M,66,English,20,2,mittens,nothing,"on a violet dress, has brown hair, and is not wearing mittens",not,1
p157,M,66,English,21,1,bananas,item,"blonde hair, a red shirt, and two bananas",noun,1
p157,M,66,English,22,1,bows,nothing,"black hair, and is wearing a yellow dress",color,1
p157,M,66,English,23,2,rainboots,item,"brown hair, a greenish dress, and is wearing blue and yellow boots",noun,1
p157,M,66,English,24,1,carrots,item,"on a purple top, a pink hair band, and has two carrots in her basket",noun,1
p157,M,66,English,25,3,presents,item,"on a yellow shirt, and has two presents on her lap",noun,1
p157,M,66,English,26,2,forks,item,"black hair, a blue shirt, and two forks",noun,1
p157,M,66,English,27,0,fish,nothing,brown hair and a blue shirt,color,1
p157,M,66,English,28,1,cakes,item,"two cakes that have 5 candles each, and a blue shirt",noun,1
p157,M,66,English,29,0,apples,item,"yellow hair, a blue shirt, and two apples",noun,1
p157,M,66,English,30,0,cars,item,"dark hair, a green t-shirt, and two red toy cars",noun,1
p157,M,66,English,31,2,phones,item,"light hair, a pinkish shirt, and two blue phones",noun,1
p157,M,66,English,32,3,purses,nothing,"yellow hair, a purplish top, and none of the jewelry",other,1
p158,M,65,English,1,3,balloons,nothing,no balloons,no,0
p158,M,65,English,2,0,fish,nothing,a lite blue shirt on,color,1
p158,M,65,English,3,0,scissors,item,two pairs of scissors,noun,0
p158,M,65,English,4,0,cakes,nothing,a purple shirt on,color,1
p158,M,65,English,5,1,shovels,nothing,a yellow shirt on,color,1
p158,M,65,English,6,0,mittens,nothing,has dark brown hair,color,1
p158,M,65,English,7,3,kites,nothing,no kites,no,0
p158,M,65,English,8,2,forks,item,two forks and lite blue shirt,noun,1
p158,M,65,English,9,2,pencils,item,two pencils and maroon shirt,noun,1
p158,M,65,English,10,2,daisies,nothing,has no flowers and orange shirt,no,1
p158,M,65,English,11,0,crayons,item,has two crayons,noun,0
p158,M,65,English,12,1,bows,item,has a yellow dress,color,1
p158,M,65,English,13,3,flowers,nothing,not flowers in her basket,not,0
p158,M,65,English,14,0,cars,item,two cars to play with,noun,0
p158,M,65,English,15,0,donuts,item,two donuts to eat,noun,0
p158,M,65,English,16,2,rainboots,item,Has a lite green dress,color,1
p158,M,65,English,17,2,ice cream cones,item,an orange shirt on,color,1
p158,M,65,English,18,1,umbrellas,nothing,has a red shirt on,color,1
p158,M,65,English,19,1,bananas,item,has a red shirt on,color,1
p158,M,65,English,20,2,keys,nothing,a red shirt on,color,1
p158,M,65,English,21,3,phones,item,has a red shirt and light brown hair,color,1
p158,M,65,English,22,1,buckets,item,Has light brown hair and two buckets,noun,1
p158,M,65,English,23,0,purses,nothing,a purple blouse and blond hair,color,1
p158,M,65,English,24,3,carrots,item,a maroon shirt,color,1
p158,M,65,English,25,1,lollipops,item,has a lite blue shirt,color,1
p158,M,65,English,26,3,guitars,item,a bright green shirt,color,1
p158,M,65,English,27,2,apples,nothing,a purple shirt,color,1
p158,M,65,English,28,2,cookies,nothing,a yellow shirt,color,1
p158,M,65,English,29,3,dogs,item,bright green shirt,color,1
p158,M,65,English,30,1,presents,nothing,a lite yellow shirt,color,1
p158,M,65,English,31,1,cats,nothing,a lite green dress,color,1
p158,M,65,English,32,3,plants,nothing,no plants,no,0
p159,M,35,english,1,1,fish,item,two fish and a fishing pole,noun,0
p159,M,35,english,2,3,forks,nothing,a blue shirt,color,1
p159,M,35,english,3,0,scissors,item,two scissors,noun,0
p159,M,35,english,4,0,lollipops,nothing,a blue shirt,color,1
p159,M,35,english,5,3,rainboots,nothing,a green dress,color,1
p159,M,35,english,6,3,cars,nothing,a green shirt,color,1
p159,M,35,english,7,0,cakes,item,two cakes,noun,0
p159,M,35,english,8,3,donuts,item,two donuts,noun,0
p159,M,35,english,9,3,pencils,nothing,a dark red shirt on,color,1
p159,M,35,english,10,0,presents,nothing,a yellow shirt on,color,1
p159,M,35,english,11,2,umbrellas,item,two umbrellas,noun,0
p159,M,35,english,12,1,dogs,nothing,a green shirt on,color,1
p159,M,35,english,13,1,cookies,item,two cookies,noun,0
p159,M,35,english,14,2,balloons,nothing,a green shirt on,color,1
p159,M,35,english,15,0,bananas,nothing,a red shirt on,color,1
p159,M,35,english,16,3,apples,item,two apples,noun,0
p159,M,35,english,17,2,cats,item,two cats,noun,0
p159,M,35,english,18,1,mittens,nothing,a purple onesie on,color,1
p159,M,35,english,19,3,ice cream cones,item,two ice cream cones,noun,0
p159,M,35,english,20,3,crayons,item,two crayons,noun,0
p159,M,35,english,21,2,kites,item,two kites,noun,0
p159,M,35,english,22,2,carrots,nothing,a spade and a basket,othernoun,0
p159,M,35,english,23,1,keys,item,two keys,noun,0
p159,M,35,english,24,0,buckets,item,two buckets,noun,0
p159,M,35,english,25,0,daisies,nothing,an orange shirt on,color,1
p159,M,35,english,26,2,phones,nothing,a red shirt on,color,1
p159,M,35,english,27,1,plants,nothing,orange hair,color,1
p159,M,35,english,28,2,purses,item,yellow hair,color,1
p159,M,35,english,29,0,guitars,item,two guitars,noun,0
p159,M,35,english,30,2,shovels,nothing,a yellow shirt on,color,1
p159,M,35,english,31,1,flowers,item,two flowers,noun,0
p159,M,35,english,32,1,bows,nothing,a yellow outfit on,color,1
p16,M,25,English,1,0,daisies,item,flowers,noun,0
p16,M,25,English,2,2,cookies,nothing,a yellow shirt,color,1
p16,M,25,English,3,2,balloons,item,black hair,color,1
p16,M,25,English,4,1,dogs,item,two dogs,noun,0
p16,M,25,English,5,3,buckets,item,a dark pink shirt,color,1
p16,M,25,English,6,3,plants,nothing,Orange Hair,color,1
p16,M,25,English,7,0,crayons,nothing,a red shirt,color,1
p16,M,25,English,8,1,keys,nothing,black hair,color,1
p16,M,25,English,9,3,ice cream cones,item,two ice cream cones,noun,0
p16,M,25,English,10,0,bows,item,two ribbons in her hair,noun,0
p16,M,25,English,11,0,shovels,nothing,a yellow shirt,color,1
p16,M,25,English,12,3,pencils,nothing,nothing on his desk,nothing,0
p16,M,25,English,13,2,apples,item,blone hair,color,1
p16,M,25,English,14,3,cats,nothing,Blone hair ,color,1
p16,M,25,English,15,0,rainboots,nothing,earth brown hair,color,1
p16,M,25,English,16,3,cakes,nothing,A purple shirt,color,1
p16,M,25,English,17,1,presents,nothing,No pockets for her hands,other,0
p16,M,25,English,18,1,cars,nothing,an active imagination,other,0
p16,M,25,English,19,2,purses,nothing,a purple shirt,color,1
p16,M,25,English,20,3,kites,item,two kites,noun,0
p16,M,25,English,21,1,fish,item,Two fish,noun,0
p16,M,25,English,22,2,flowers,nothing,a good sense of matching colors,other,0
p16,M,25,English,23,1,scissors,item,two scissors,noun,0
p16,M,25,English,24,1,carrots,nothing,nothing in her basket,nothing,0
p16,M,25,English,25,0,phones,nothing,a pink shirt,color,1
p16,M,25,English,26,2,bananas,item,two bananas,noun,0
p16,M,25,English,27,3,mittens,item,oven mitts on her hands,noun,0
p16,M,25,English,28,0,donuts,item,two donuts,noun,0
p16,M,25,English,29,2,guitars,nothing,a lime green shirt,color,1
p16,M,25,English,30,1,forks,item,black hair,color,1
p16,M,25,English,31,0,lollipops,item,two lollipops,noun,0
p16,M,25,English,32,2,umbrellas,item,Two umbrellas,noun,0
p160,F,65,English,1,2,dogs,nothing,a green shirt,color,1
p160,F,65,English,2,2,daisies,item,two daisies on his left arm,noun,0
p160,F,65,English,3,1,purses,item,golden hair,color,1
p160,F,65,English,4,0,umbrellas,nothing,a red shirt,color,1
p160,F,65,English,5,3,buckets,item,a fuschia dress,color,1
p160,F,65,English,6,2,mittens,nothing,a purple dress,color,1
p160,F,65,English,7,3,donuts,nothing,a box without doughnuts,without,0
p160,F,65,English,8,3,crayons,nothing,stand behind a box without crayons,noun,0
p160,F,65,English,9,1,rainboots,item,has a medium green dress,color,1
p160,F,65,English,10,3,scissors,nothing,an extended left arm with scissors,noun,0
p160,F,65,English,11,2,cookies,item,has a yellow t-shirt,color,1
p160,F,65,English,12,2,bows,nothing,a yellow dress,color,1
p160,F,65,English,13,1,flowers,nothing,an orange top,color,1
p160,F,65,English,14,3,keys,item,on a red shirt,color,1
p160,F,65,English,15,0,ice cream cones,nothing,on an orange shirt,color,1
p160,F,65,English,16,1,kites,item,blonde hair,color,1
p160,F,65,English,17,2,phones,nothing,medium brown hair,color,1
p160,F,65,English,18,0,balloons,item,two green balloons,noun,1
p160,F,65,English,19,1,cats,nothing,on a teal dress,color,1
p160,F,65,English,20,0,lollipops,item,two pink lollipops in his hand,noun,1
p160,F,65,English,21,1,fish,nothing,on a medium blue shirt,color,1
p160,F,65,English,22,3,plants,item,orange hair,color,1
p160,F,65,English,23,3,presents,nothing,an empty lap,empty,0
p160,F,65,English,24,0,guitars,nothing,on a lime shirt,color,1
p160,F,65,English,25,1,cakes,nothing,on a purple shirt,color,1
p160,F,65,English,26,2,forks,item,black hair,color,1
p160,F,65,English,27,0,shovels,item,two rounded shovels,noun,0
p160,F,65,English,28,3,bananas,item,on a bright red shirt,color,1
p160,F,65,English,29,1,carrots,item,on a burgundy blouse,color,1
p160,F,65,English,30,2,apples,item,on a dark blue shirt,color,1
p160,F,65,English,31,0,pencils,item,a box with two pencils,noun,0
p160,F,65,English,32,0,cars,nothing,on a sleeveless lime shirt,color,1
p161,M,35,English,1,3,bows,nothing,nothing in her hands,nothing,0
p161,M,35,English,2,1,purses,item,a bag in each of her hand,noun,0
p161,M,35,English,3,2,cars,item,a toy car,noun,0
p161,M,35,English,4,3,cakes,item,two cakes in front of him,noun,0
p161,M,35,English,5,3,mittens,item,dark brown hair,color,1
p161,M,35,English,6,2,shovels,item,two shovels in her hand,noun,0
p161,M,35,English,7,0,crayons,nothing,black hair,color,1
p161,M,35,English,8,1,rainboots,item,on some boots,noun,0
p161,M,35,English,9,1,presents,nothing,on a yellow shirt,color,1
p161,M,35,English,10,2,guitars,nothing,on a green shirt,color,1
p161,M,35,English,11,1,apples,item,two apples,noun,0
p161,M,35,English,12,1,fish,nothing,brown hair,color,1
p161,M,35,English,13,1,dogs,item,two dogs,noun,0
p161,M,35,English,14,0,donuts,nothing,on a purple shirt,color,1
p161,M,35,English,15,2,buckets,nothing,blonde hair,color,1
