subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding,color
p1,F,55,English,1,3,cars,item,2 cars,noun,0
p1,F,55,English,2,1,daisies,item,two flowers,noun,0
p1,F,55,English,3,3,lollipops,item,some lollipops,noun,0
p1,F,55,English,4,0,phones,item,2 phones,noun,0
p1,F,55,English,5,1,bows,nothing,a yellow dress,color,1
p1,F,55,English,6,3,keys,nothing,no keys,no,0
p1,F,55,English,7,0,forks,nothing,a blue shirt,color,1
p1,F,55,English,8,2,dogs,nothing,two shoes,clothing,0
p1,F,55,English,9,2,cakes,nothing,a big smile,body,0
p1,F,55,English,10,1,umbrellas,item,two umbrellas,noun,0
p1,F,55,English,11,0,donuts,item,two doughnuts,noun,0
p1,F,55,English,12,3,shovels,nothing,no shovels,no,0
p1,F,55,English,13,2,flowers,item,blonde hair,color,1
p1,F,55,English,14,0,crayons,item,two crayons,noun,0
p1,F,55,English,15,3,bananas,nothing,no bananas,no,0
p1,F,55,English,16,0,presents,nothing,a yellow shirt,color,1
p1,F,55,English,17,0,carrots,nothing,a hoe,othernoun,0
p1,F,55,English,18,0,apples,nothing,a blue shirt,color,1
p1,F,55,English,19,1,plants,nothing,spikey hair,body,0
p1,F,55,English,20,2,buckets,nothing,a dress on,clothing,0
p1,F,55,English,21,3,rainboots,nothing,a green dress on,color,1
p1,F,55,English,22,3,mittens,item,gloves on,noun,0
p1,F,55,English,23,2,guitars,item,two guitars,noun,0
p1,F,55,English,24,1,scissors,nothing,a green shirt,color,1
p1,F,55,English,25,1,balloons,item,two balloons,noun,0
p1,F,55,English,26,1,pencils,nothing,blonde hair,color,1
p1,F,55,English,27,1,cats,item,two cats,noun,0
p1,F,55,English,28,2,fish,item,two fish,noun,0
p1,F,55,English,29,2,kites,item,two kites,noun,0
p1,F,55,English,30,2,purses,nothing,a skirt on,clothing,0
p1,F,55,English,31,3,ice cream cones,item,two ice cream cones,noun,0
p1,F,55,English,32,0,cookies,item,two cookies,noun,0
p10,F,35,English,1,1,dogs,nothing,a green shirt,color,1
p10,F,35,English,2,3,plants,nothing,orange hair,color,1
p10,F,35,English,3,2,carrots,nothing,a red shirt,color,1
p10,F,35,English,4,1,pencils,item,a maroon shirt,color,1
p10,F,35,English,5,3,cats,item,blonde hair,color,1
p10,F,35,English,6,2,cakes,nothing,a purple shirt,color,1
p10,F,35,English,7,3,mittens,item,a purple dress,color,1
p10,F,35,English,8,3,fish,item,a light blue shirt,color,1
p10,F,35,English,9,2,crayons,item,a red shirt,color,1
p10,F,35,English,10,2,presents,item,a yellow shirt,color,1
p10,F,35,English,11,0,guitars,item,2 guitars,noun,0
p10,F,35,English,12,0,apples,nothing,a blue shirt,color,1
p10,F,35,English,13,0,bananas,nothing,a red shirt,color,1
p10,F,35,English,14,3,keys,item,a red shirt,color,1
p10,F,35,English,15,1,flowers,nothing,an orange shirt,color,1
p10,F,35,English,16,3,balloons,nothing,no balloons,no,0
p10,F,35,English,17,0,umbrellas,item,2 umbrellas,noun,0
p10,F,35,English,18,1,rainboots,nothing,a light green dress,color,1
p10,F,35,English,19,3,scissors,nothing,no scissors,no,0
p10,F,35,English,20,2,phones,item,a pink shirt,color,1
p10,F,35,English,21,1,kites,item,blonde hair,color,1
p10,F,35,English,22,0,cookies,item,2 cookies,noun,0
p10,F,35,English,23,3,forks,nothing,no forks,no,0
p10,F,35,English,24,1,ice cream cones,item,an orange shirt,color,1
p10,F,35,English,25,2,donuts,item,a purple shirt,color,1
p10,F,35,English,26,2,buckets,nothing,a pink dress,color,1
p10,F,35,English,27,1,lollipops,item,a blue shirt,color,1
p10,F,35,English,28,2,bows,nothing,a yellow dress,color,1
p10,F,35,English,29,0,daisies,nothing,an orange shirt,color,1
p10,F,35,English,30,0,cars,nothing,a green shirt,color,1
p10,F,35,English,31,1,shovels,nothing,a yellow shirt,color,1
p10,F,35,English,32,0,purses,item,2 purses,noun,0
p100,M,35,English,1,3,cats,item,a green dress,color,1
p100,M,35,English,2,0,donuts,item,two donuts,noun,0
p100,M,35,English,3,2,scissors,item,a green shirt,color,1
p100,M,35,English,4,2,umbrellas,item,a red shirt,color,1
p100,M,35,English,5,1,mittens,item,a purple dress,color,1
p100,M,35,English,6,2,balloons,item,a green shirt,color,1
p100,M,35,English,7,0,carrots,nothing,a pink headband,color,1
p100,M,35,English,8,0,dogs,nothing,a green shirt,color,1
p100,M,35,English,9,0,bows,item,a yellow dress,color,1
p100,M,35,English,10,1,bananas,nothing,a red shirt,color,1
p100,M,35,English,11,0,daisies,nothing,a tan shirt,color,1
p100,M,35,English,12,2,cakes,nothing,a purple shirt,color,1
p100,M,35,English,13,3,rainboots,nothing,no boots,no,0
p100,M,35,English,14,0,forks,item,a blue shirt,color,1
p100,M,35,English,15,2,buckets,nothing,a dark pink shirt,color,1
p100,M,35,English,16,2,kites,nothing,blonde hair,color,1
p100,M,35,English,17,1,phones,item,a pink shirt,color,1
p100,M,35,English,18,1,apples,nothing,a blue shirt,color,1
p100,M,35,English,19,0,guitars,item,two acoustic guitars,noun,0
p100,M,35,English,20,0,lollipops,nothing,a blue shirt,color,1
p100,M,35,English,21,1,plants,nothing,a navy blue shirt,color,1
p100,M,35,English,22,3,cookies,nothing,no cookies,no,0
p100,M,35,English,23,3,fish,item,a light blue shirt,color,1
p100,M,35,English,24,3,cars,nothing,a green shirt,color,1
p100,M,35,English,25,3,shovels,item,a yellow shirt,color,1
p100,M,35,English,26,1,crayons,nothing,a red shirt,color,1
p100,M,35,English,27,3,purses,nothing,a purple shirt,color,1
p100,M,35,English,28,1,presents,item,a yellow shirt,color,1
p100,M,35,English,29,1,pencils,item,a dark red shirt,color,1
p100,M,35,English,30,3,flowers,item,a tan shirt,color,1
p100,M,35,English,31,2,ice cream cones,item,black hair,color,1
p100,M,35,English,32,2,keys,nothing,an orangw shirt,color,1
p101,F,55,English,1,1,cakes,nothing,nothing.,nothing,0
p101,F,55,English,2,1,plants,item,two plants,noun,0
p101,F,55,English,3,0,cats,item,two cats,noun,0
p101,F,55,English,4,2,phones,item,two blue cell phones,noun,1
p101,F,55,English,5,2,umbrellas,item,two umbrellas,noun,0
p101,F,55,English,6,1,pencils,item,two pencils,noun,0
p101,F,55,English,7,0,daisies,item,a flower,noun,0
p101,F,55,English,8,3,shovels,nothing,a yellow shirt,color,1
p101,F,55,English,9,3,cars,item,two cars,noun,0
p101,F,55,English,10,0,presents,nothing,a pale yellow shirt,color,1
p101,F,55,English,11,2,balloons,nothing,a green shirt on,color,1
p101,F,55,English,12,1,bows,item,a pale yellow dress on,color,1
p101,F,55,English,13,2,buckets,item,two green buckets,noun,1
p101,F,55,English,14,0,guitars,item,two guitars,noun,0
p101,F,55,English,15,1,flowers,nothing,a spade,othernoun,0
p101,F,55,English,16,3,purses,nothing,a skirt on,clothing,0
p101,F,55,English,17,0,crayons,nothing,a red shirt on,color,1
p101,F,55,English,18,2,kites,nothing,a green shirt on,color,1
p101,F,55,English,19,3,fish,nothing,a blue shirt on,color,1
p101,F,55,English,20,0,ice cream cones,nothing,an orange shirt on,color,1
p101,F,55,English,21,1,forks,nothing,a light blue shirt on,color,1
p101,F,55,English,22,0,mittens,item,blue gloves on,color,1
p101,F,55,English,23,3,rainboots,item,a green dress on,color,1
p101,F,55,English,24,2,carrots,item,two carrots,noun,0
p101,F,55,English,25,2,lollipops,nothing,a light blue shirt on,color,1
p101,F,55,English,26,1,scissors,item,two scissors,noun,0
p101,F,55,English,27,2,bananas,nothing,a red shirt on,color,1
p101,F,55,English,28,3,dogs,item,two dogs,noun,0
p101,F,55,English,29,0,cookies,nothing,a yellow shirt on,color,1
p101,F,55,English,30,1,apples,nothing,a blue shirt on,color,1
p101,F,55,English,31,3,keys,nothing,a red shirt on,color,1
p101,F,55,English,32,3,donuts,item,two pink doughnuts,color,1
p102,F,45,English,1,2,cakes,nothing,no cake,no,0
p102,F,45,English,2,1,pencils,nothing,a red shirt,color,1
p102,F,45,English,3,3,presents,nothing,no presents,no,0
p102,F,45,English,4,0,lollipops,item,two lollipops,noun,0
p102,F,45,English,5,3,bananas,nothing,no bananas,no,0
p102,F,45,English,6,0,balloons,nothing,a green shirt on,color,1
p102,F,45,English,7,0,shovels,item,two shovels,noun,0
p102,F,45,English,8,2,mittens,item,a purple dress on,color,1
p102,F,45,English,9,3,plants,item,a blue shirt on,color,1
p102,F,45,English,10,1,ice cream cones,nothing,black hair,color,1
p102,F,45,English,11,0,fish,nothing,a light blue shirt on,color,1
p102,F,45,English,12,2,daisies,item, an orange shirt on,color,1
p102,F,45,English,13,3,purses,item,a purple shirt on,color,1
p102,F,45,English,14,0,donuts,item,two donuts,noun,0
p102,F,45,English,15,2,dogs,nothing,a green shirt on,color,1
p102,F,45,English,16,2,cats,item,a turquoise dress on,color,1
p102,F,45,English,17,1,guitars,nothing,a green shirt on,color,1
p102,F,45,English,18,2,phones,item,a pink shirt on,color,1
p102,F,45,English,19,1,forks,nothing,black hair.,color,1
p102,F,45,English,20,0,apples,nothing,dark blonde hair.,color,1
p102,F,45,English,21,3,cars,item,a green shirt on,color,1
p102,F,45,English,22,2,flowers,nothing,orange shirt on,color,1
p102,F,45,English,23,0,keys,nothing,black hair,color,1
p102,F,45,English,24,1,crayons,item,a read shirt on,color,1
p102,F,45,English,25,1,buckets,item,a pink dress on,color,1
p102,F,45,English,26,3,kites,nothing,no kites,no,0
p102,F,45,English,27,2,carrots,nothing,a red shirt on,color,1
p102,F,45,English,28,1,rainboots,item,dark brown hair,color,1
p102,F,45,English,29,3,cookies,nothing,no hamburgers on his tray,no,0
p102,F,45,English,30,1,bows,item,a yellow dress on,color,1
p102,F,45,English,31,0,umbrellas,item,two umbrellas,noun,0
p102,F,45,English,32,3,scissors,item,a green shirt on,color,1
p103,M,55,English,1,2,phones,item,2 blue phones,noun,1
p103,M,55,English,2,2,umbrellas,nothing,a red shirt,color,1
p103,M,55,English,3,2,mittens,item,brown hair,color,1
p103,M,55,English,4,1,bows,item,a yellow dress,color,1
p103,M,55,English,5,3,flowers,nothing,no flowers,no,0
p103,M,55,English,6,0,apples,item,2 apples,noun,0
p103,M,55,English,7,1,plants,nothing,orange hair,color,1
p103,M,55,English,8,0,kites,nothing,blond hair,color,1
p103,M,55,English,9,0,cookies,item,2 cookies,noun,0
p103,M,55,English,10,3,pencils,nothing,no pencils,no,0
p103,M,55,English,11,3,cats,item,blond hair,color,1
p103,M,55,English,12,0,guitars,item,2 guitars,noun,0
p103,M,55,English,13,3,buckets,nothing,no buckets,no,0
p103,M,55,English,14,1,dogs,item,two dogs,noun,0
p103,M,55,English,15,0,presents,nothing,a yellow shirt,color,1
p103,M,55,English,16,1,carrots,nothing,a maroon shirt,color,1
p103,M,55,English,17,1,cakes,item,2 cakes,noun,0
p103,M,55,English,18,0,cars,item,2 toy cars,noun,0
p103,M,55,English,19,2,bananas,nothing,blond hair,color,1
p103,M,55,English,20,3,fish,item,a light blue shirt,color,1
p103,M,55,English,21,2,lollipops,item,a light blue shirt,color,1
p103,M,55,English,22,3,ice cream cones,nothing,no ice cream cones,no,0
p103,M,55,English,23,2,scissors,item,2 pairs of scissors,noun,0
p103,M,55,English,24,0,forks,nothing,a light blue shirt,color,1
p103,M,55,English,25,1,donuts,item,a purple shirt,color,1
p103,M,55,English,26,2,rainboots,nothing,no boots,no,0
p103,M,55,English,27,1,crayons,nothing,a red shirt,color,1
p103,M,55,English,28,1,shovels,nothing,a yellow shirt,color,1
p103,M,55,English,29,3,keys,item,a red shirt,color,1
p103,M,55,English,30,0,purses,nothing,blond hair,color,1
p103,M,55,English,31,2,daisies,nothing,an orange shirt,color,1
p103,M,55,English,32,3,balloons,item,a green shirt,color,1
p104,M,45,English,1,3,cats,item,two cats,noun,0
p104,M,45,English,2,2,keys,item,a red shirt,color,1
p104,M,45,English,3,0,phones,item,two cellphones,noun,0
p104,M,45,English,4,0,kites,nothing,yellow hair,color,1
p104,M,45,English,5,1,bows,nothing,pigtails,body,0
p104,M,45,English,6,0,cars,nothing,black hair,color,1
p104,M,45,English,7,1,apples,nothing,a blue shirt on,color,1
p104,M,45,English,8,2,buckets,nothing,a pink dress on,color,1
p104,M,45,English,9,0,cakes,nothing,a light blue shirt on,color,1
p104,M,45,English,10,0,forks,item,two forks,noun,0
p104,M,45,English,11,1,daisies,item,two flowers in his hand,noun,0
p104,M,45,English,12,0,donuts,nothing,a purple shirt on,color,1
p104,M,45,English,13,0,balloons,item,two balloons,noun,0
p104,M,45,English,14,3,flowers,item,an orange shirt on,color,1
p104,M,45,English,15,3,mittens,nothing,no mittens,no,0
p104,M,45,English,16,2,purses,item,two purses,noun,0
p104,M,45,English,17,1,umbrellas,nothing,no umbrellas ,no,0
p104,M,45,English,18,3,scissors,nothing,no scissors,no,0
p104,M,45,English,19,2,plants,nothing,a blue shirt on,color,1
p104,M,45,English,20,2,guitars,item,two guitars,noun,0
p104,M,45,English,21,3,dogs,item,two dogs ,noun,0
p104,M,45,English,22,1,crayons,nothing,an empty table in front of her,empty,0
p104,M,45,English,23,1,fish,item,two fish,noun,0
p104,M,45,English,24,3,ice cream cones,nothing,no ice cream like the other boys,no,0
p104,M,45,English,25,2,pencils,nothing,no pencils on his desk,no,0
p104,M,45,English,26,2,lollipops,nothing,a light blue shirt on,color,1
p104,M,45,English,27,3,carrots,nothing,no carrots in her basket,no,0
p104,M,45,English,28,0,presents,item,two presents on her lap,noun,0
p104,M,45,English,29,1,bananas,item,two bananas in his hand,noun,0
p104,M,45,English,30,3,cookies,item,two cookies on a plate,noun,0
p104,M,45,English,31,2,shovels,item,two shovels ,noun,0
p104,M,45,English,32,1,rainboots,item,rain boots on her feet,noun,0
p105,M,45,English,1,0,purses,nothing,blonde hair,color,1
p105,M,45,English,2,1,balloons,item,black hair,color,1
p105,M,45,English,3,2,keys,item,black hair,color,1
p105,M,45,English,4,2,cookies,item,a yellow shirt,color,1
p105,M,45,English,5,2,apples,nothing,a blue shirt,color,1
p105,M,45,English,6,1,phones,nothing,a pink shirt,color,1
p105,M,45,English,7,2,ice cream cones,nothing,an orange shirt,color,1
p105,M,45,English,8,3,plants,item,a blue shirt,color,1
p105,M,45,English,9,1,donuts,item,a purple shirt,color,1
p105,M,45,English,10,0,buckets,nothing,a pink dress,color,1
p105,M,45,English,11,0,dogs,item,two dogs,noun,0
p105,M,45,English,12,1,cars,item,a green shirt,color,1
p105,M,45,English,13,0,carrots,item,two carrots,noun,0
p105,M,45,English,14,1,lollipops,item,a blue shirt,color,1
p105,M,45,English,15,2,pencils,item,a red shirt,color,1
p105,M,45,English,16,2,flowers,nothing,an orange shirt,color,1
p105,M,45,English,17,1,rainboots,nothing,a light green dress,color,1
p105,M,45,English,18,0,cakes,nothing,a purple shirt,color,1
p105,M,45,English,19,3,mittens,nothing,no mittens,no,0
p105,M,45,English,20,2,scissors,nothing,a green shirt,color,1
p105,M,45,English,21,1,umbrellas,nothing,a red shirt,color,1
p105,M,45,English,22,3,bananas,item,a red shirt,color,1
p105,M,45,English,23,0,shovels,item,two shovels,noun,0
p105,M,45,English,24,3,presents,nothing,no gifts,no,0
p105,M,45,English,25,3,crayons,nothing,no crayons,no,0
p105,M,45,English,26,0,bows,nothing,a yellow dress,color,1
p105,M,45,English,27,0,daisies,item,two flowers,noun,0
p105,M,45,English,28,1,fish,nothing,a light blue shirt,color,1
p105,M,45,English,29,3,forks,item,a blue shirt,color,1
p105,M,45,English,30,3,kites,nothing,no kites,no,0
p105,M,45,English,31,3,cats,item,blonde hair,color,1
p105,M,45,English,32,2,guitars,item,a green shirt,color,1
p106,M,35,English,1,1,cakes,nothing,a purple shirt on,color,1
p106,M,35,English,2,1,carrots,item,two carrots in her basket,noun,0
p106,M,35,English,3,2,cats,nothing,no cats,no,0
p106,M,35,English,4,3,pencils,item,two pencils,noun,0
p106,M,35,English,5,1,shovels,item,two shovels,noun,0
p106,M,35,English,6,2,cookies,item,two cookies,noun,0
p106,M,35,English,7,3,kites,item,two kites,noun,0
p106,M,35,English,8,1,donuts,item,two donuts,noun,0
p106,M,35,English,9,2,flowers,nothing,no flowers in her basket,no,0
p106,M,35,English,10,3,purses,nothing,no bags in her hands,no,0
p106,M,35,English,11,0,guitars,nothing,a green shirt on,color,1
p106,M,35,English,12,2,apples,nothing,no apples,no,0
p106,M,35,English,13,2,rainboots,item,teal boots on,noun,0
p106,M,35,English,14,0,bows,item,two bows in her hair,noun,0
p106,M,35,English,15,0,dogs,nothing,a green shirt on,color,1
p106,M,35,English,16,1,keys,nothing,no keys ,no,0
p106,M,35,English,17,3,mittens,nothing,no gloves on,no,0
p106,M,35,English,18,3,plants,item,a blue shirt on,color,1
p106,M,35,English,19,3,ice cream cones,nothing,no ice cream cones,no,0
p106,M,35,English,20,2,umbrellas,item,two umbrellas,noun,0
p106,M,35,English,21,0,cars,nothing,a green shirt on,color,1
p106,M,35,English,22,0,balloons,item,two green balloons,noun,1
p106,M,35,English,23,2,lollipops,nothing,no lollipops,no,0
p106,M,35,English,24,0,phones,item,two cellphones,noun,0
p106,M,35,English,25,2,buckets,item,two green buckets,noun,1
p106,M,35,English,26,1,daisies,nothing,no flowers,no,0
p106,M,35,English,27,3,scissors,item,two pairs of scissors,noun,0
p106,M,35,English,28,1,fish,item,two fish,noun,0
p106,M,35,English,29,1,bananas,nothing,no bananas,no,0
p106,M,35,English,30,3,crayons,nothing,no crayons,no,0
p106,M,35,English,31,0,presents,nothing,a yellow shirt on,color,1
p106,M,35,English,32,0,forks,item,two forks,noun,0
p107,M,25,english,1,3,plants,nothing,no plants,no,0
p107,M,25,english,2,1,ice cream cones,nothing,grey shoes,color,1
p107,M,25,english,3,3,forks,item,two forks,noun,0
p107,M,25,english,4,3,keys,nothing,no keys on him,no,0
p107,M,25,english,5,2,purses,nothing,a skirt,clothing,0
p107,M,25,english,6,1,carrots,item,two carrots,noun,0
p107,M,25,english,7,3,bows,item,a yellow dress,color,1
p107,M,25,english,8,1,rainboots,item,blue boots,noun,1
p107,M,25,english,9,0,apples,item,two apples,noun,0
p107,M,25,english,10,1,lollipops,nothing,black shoes,color,1
p107,M,25,english,11,2,donuts,nothing,no donuts,no,0
p107,M,25,english,12,0,mittens,nothing,a lavendar dress,color,1
p107,M,25,english,13,3,pencils,nothing,yellow hair,color,1
p107,M,25,english,14,0,fish,nothing,a blue shirt,color,1
p107,M,25,english,15,2,bananas,item,two bananas,noun,0
p107,M,25,english,16,0,cars,item,two cars,noun,0
p107,M,25,english,17,2,cakes,item,two cakes,noun,0
p107,M,25,english,18,0,dogs,nothing,a green shirt,color,1
p107,M,25,english,19,2,flowers,nothing,a red shirt,color,1
p107,M,25,english,20,2,crayons,item,two crayons,noun,0
p107,M,25,english,21,0,balloons,item,two balloons,noun,0
p107,M,25,english,22,1,buckets,nothing,a pink dress,color,1
p107,M,25,english,23,3,kites,item,two kites,noun,0
p107,M,25,english,24,2,scissors,nothing,a green shirt,color,1
p107,M,25,english,25,3,umbrellas,nothing,a red shirt,color,1
p107,M,25,english,26,1,phones,item,two phones,noun,0
p107,M,25,english,27,1,cookies,item,two cookies,noun,0
p107,M,25,english,28,2,guitars,item,two guitars,noun,0
p107,M,25,english,29,3,cats,item,two cats,noun,0
p107,M,25,english,30,0,presents,item,two presents,noun,0
p107,M,25,english,31,1,daisies,nothing,a orange shirt,color,1
p107,M,25,english,32,0,shovels,nothing,a yellow shirt,color,1
p108,F,45,English,1,3,lollipops,nothing,no lolipop,no,0
p108,F,45,English,2,0,cookies,item,cookies,noun,0
p108,F,45,English,3,1,daisies,nothing,an orange shirt,color,1
p108,F,45,English,4,2,balloons,item,a green shirt,color,1
p108,F,45,English,5,1,mittens,item,a purple dress,color,1
p108,F,45,English,6,2,cakes,nothing,purple shirt,color,1
p108,F,45,English,7,1,carrots,item,a pink head band,color,1
p108,F,45,English,8,0,donuts,nothing,a purple shirt,color,1
p108,F,45,English,9,3,bananas,nothing,no bananas,no,0
p108,F,45,English,10,0,cats,nothing,blonde hair,color,1
p108,F,45,English,11,1,purses,nothing,a purple shirt,color,1
p108,F,45,English,12,1,ice cream cones,nothing,an orange shirt,color,1
p108,F,45,English,13,0,flowers,item,flowers,noun,0
p108,F,45,English,14,2,umbrellas,nothing,a red shirt,color,1
p108,F,45,English,15,2,scissors,nothing,a green shirt,color,1
p108,F,45,English,16,0,presents,nothing,a yellow shirt,color,1
p108,F,45,English,17,2,plants,item,a blue shirt,color,1
p108,F,45,English,18,0,crayons,item,two crayons,noun,0
p108,F,45,English,19,0,pencils,item,two pencils,noun,0
p108,F,45,English,20,3,buckets,nothing,no buckets,no,0
p108,F,45,English,21,3,rainboots,item,a green dress,color,1
p108,F,45,English,22,3,bows,nothing,no hairbows,no,0
p108,F,45,English,23,2,keys,nothing,black hair,color,1
p108,F,45,English,24,1,phones,item,a pink shirt,color,1
p108,F,45,English,25,0,forks,nothing,blue shirt,color,1
p108,F,45,English,26,2,kites,item,blonde hair,color,1
p108,F,45,English,27,3,cars,item,a green shirt,color,1
p108,F,45,English,28,1,shovels,item,a yellow shirt,color,1
p108,F,45,English,29,3,fish,item,a blue shirt,color,1
p108,F,45,English,30,1,guitars,nothing,a greens shirt,color,1
p108,F,45,English,31,2,apples,item,a blue shirt,color,1
p108,F,45,English,32,3,dogs,item,a green shirt,color,1
p109,F,65,English,1,0,cats,item,two cats,noun,0
p109,F,65,English,2,1,buckets,item,two pails,noun,0
p109,F,65,English,3,1,cookies,nothing,a tray,othernoun,0
p109,F,65,English,4,1,shovels,nothing,a flower,noun,0
p109,F,65,English,5,2,apples,nothing,a blue shirt,color,1
p109,F,65,English,6,2,phones,item,two cell phones,noun,0
p109,F,65,English,7,2,balloons,nothing,chin length hair,body,0
p109,F,65,English,8,0,bows,item,pink dress,color,1
p109,F,65,English,9,3,presents,item,two gifts,noun,0
p109,F,65,English,10,3,kites,item,two kites,noun,0
p109,F,65,English,11,0,daisies,nothing,orange tshirt,color,1
p109,F,65,English,12,2,purses,nothing,blue shirt,color,1
p109,F,65,English,13,1,ice cream cones,item,orange tshirt,color,1
p109,F,65,English,14,0,fish,item,fish and rod,noun,0
p109,F,65,English,15,3,mittens,nothing,no mittens,no,0
p109,F,65,English,16,2,donuts,nothing,grey tshirt,color,1
p109,F,65,English,17,1,dogs,item,blue shorts,color,1
p109,F,65,English,18,1,rainboots,nothing,a knee length dress,clothing,0
p109,F,65,English,19,3,flowers,nothing,a basket,othernoun,0
p109,F,65,English,20,0,pencils,nothing,short hair,body,0
p109,F,65,English,21,3,cars,item,grey shoes,color,1
p109,F,65,English,22,2,lollipops,item,two lollipops,noun,0
p109,F,65,English,23,3,scissors,nothing,green tshirt,color,1
p109,F,65,English,24,2,bananas,item,banannas,noun,0
p109,F,65,English,25,3,guitars,nothing,no guitars,no,0
p109,F,65,English,26,2,keys,item,keys,noun,0
p109,F,65,English,27,0,forks,nothing,blue tshirt,color,1
p109,F,65,English,28,1,crayons,nothing,black hair,color,1
p109,F,65,English,29,0,carrots,item,a garden,other,0
p109,F,65,English,30,0,plants,nothing,a smile,body,0
p109,F,65,English,31,1,cakes,item,cakes,noun,0
p109,F,65,English,32,3,umbrellas,item,orange tshirt,color,1
p11,F,35,english,1,2,rainboots,item,a teal dress,color,1
p11,F,35,english,2,0,pencils,item,two pencils on the desk,noun,0
p11,F,35,english,3,1,fish,nothing,a blue shirt on,color,1
p11,F,35,english,4,0,apples,nothing,a dark blue shirt,color,1
p11,F,35,english,5,0,carrots,item,two carrots in her basket,noun,0
p11,F,35,english,6,2,crayons,item,two blue crayons,noun,1
p11,F,35,english,7,0,bows,item,pink bows in her hair,noun,1
p11,F,35,english,8,3,mittens,item,a purple dress,color,1
p11,F,35,english,9,2,donuts,nothing,a purple shirt,color,1
p11,F,35,english,10,3,cookies,nothing,no cookies,no,0
p11,F,35,english,11,3,keys,nothing,no keys in his hand,no,0
p11,F,35,english,12,2,forks,item,a blue shirt,color,1
p11,F,35,english,13,1,dogs,item,a green shirt,color,1
p11,F,35,english,14,2,cats,nothing,blonde hair,color,1
p11,F,35,english,15,3,guitars,item,a green shirt,color,1
p11,F,35,english,16,2,cakes,item,s purple shirt,color,1
p11,F,35,english,17,3,purses,item,two purses,noun,0
p11,F,35,english,18,0,umbrellas,nothing,a red shirt on,color,1
p11,F,35,english,19,3,daisies,nothing,no flowers,no,0
p11,F,35,english,20,3,flowers,nothing,no flowers in her basket,no,0
p11,F,35,english,21,1,cars,item,two red cars,noun,1
p11,F,35,english,22,2,plants,nothing,no plants on his table,no,0
p11,F,35,english,23,1,ice cream cones,nothing,his hand out,body,0
p11,F,35,english,24,1,buckets,nothing,a pink dress,color,1
p11,F,35,english,25,0,phones,item,two blue phones,noun,1
p11,F,35,english,26,0,bananas,nothing,a red shirt,color,1
p11,F,35,english,27,1,balloons,item,two green balloons,noun,1
p11,F,35,english,28,2,scissors,nothing,no scissors,no,0
p11,F,35,english,29,1,shovels,item,two shovels,noun,0
p11,F,35,english,30,1,presents,nothing,her legs crossed,body,0
p11,F,35,english,31,0,lollipops,nothing,a blue shirt,color,1
p11,F,35,english,32,3,kites,item,two kites,noun,0
p110,M,35,english,1,1,scissors,item,two scissors,noun,0
p110,M,35,english,2,0,cookies,item,two cookies,noun,0
p110,M,35,english,3,2,bows,nothing,no ribbon,no,0
p110,M,35,english,4,0,dogs,item,two dogs,noun,0
p110,M,35,english,5,1,daisies,nothing,nothing,nothing,0
p110,M,35,english,6,2,ice cream cones,nothing,no ice cream,no,0
p110,M,35,english,7,3,buckets,nothing,no buckets,no,0
p110,M,35,english,8,1,fish,item,two fish,noun,0
p110,M,35,english,9,2,kites,item,two kites,noun,0
p110,M,35,english,10,2,guitars,nothing,nothing,nothing,0
p110,M,35,english,11,0,cakes,nothing,a desk,othernoun,0
p110,M,35,english,12,1,shovels,nothing,thin air,other,0
p110,M,35,english,13,1,forks,item,two forks,noun,0
p110,M,35,english,14,2,umbrellas,item,two umbrellas,noun,0
p110,M,35,english,15,2,phones,item,two phones,noun,0
p110,M,35,english,16,1,cars,nothing,imaginary car,other,0
p110,M,35,english,17,0,carrots,nothing,shovel and baskett,othernoun,0
p110,M,35,english,18,3,presents,nothing,nothing,nothing,0
p110,M,35,english,19,3,balloons,item,two balloons ,noun,0
p110,M,35,english,20,3,keys,nothing,nothingness,nothing,0
p110,M,35,english,21,3,cats,nothing,no cats,no,0
p110,M,35,english,22,2,apples,item,a pair of apples,noun,0
p110,M,35,english,23,3,rainboots,item,nothing,nothing,0
p110,M,35,english,24,1,plants,item,two plants,noun,0
p110,M,35,english,25,0,bananas,item,two bananas,noun,0
p110,M,35,english,26,3,pencils,item,pair of pencils,noun,0
p110,M,35,english,27,2,donuts,nothing,empty table,empty,0
p110,M,35,english,28,3,mittens,item,oven mitts,noun,0
p110,M,35,english,29,0,lollipops,nothing,nothing,nothing,0
p110,M,35,english,30,1,crayons,nothing,empty desk,empty,0
p110,M,35,english,31,0,flowers,item,a basket of flowers,noun,0
p110,M,35,english,32,0,purses,nothing,nothing,nothing,0
p111,M,45,English,1,2,crayons,nothing,things,other,0
p111,M,45,English,2,1,flowers,item,things,other,0
p111,M,45,English,3,0,buckets,nothing,things,other,0
p111,M,45,English,4,1,ice cream cones,item,things,other,0
p111,M,45,English,5,0,carrots,item,things,other,0
p111,M,45,English,6,1,lollipops,nothing,things,other,0
p111,M,45,English,7,3,keys,nothing,things,other,0
p111,M,45,English,8,1,cars,item,things,other,0
p111,M,45,English,9,3,presents,item,things,other,0
p111,M,45,English,10,2,plants,nothing,things,other,0
p111,M,45,English,11,3,rainboots,item,things,other,0
p111,M,45,English,12,1,guitars,item,things,other,0
p111,M,45,English,13,0,dogs,item,things,other,0
