"","subid","age","language","trial.num","context.condition","item","response","correct","rt","text.condition","image.condition"
"1",279,"35","English",1,0,"kites",TRUE,1,765,"positive","item"
"2",279,"35","English",2,0,"rainboots",TRUE,1,818,"positive","item"
"3",279,"35","English",3,3,"donuts",FALSE,1,566,"negative","item"
"4",279,"35","English",4,1,"dogs",TRUE,1,951,"negative","nothing"
"5",279,"35","English",5,2,"crayons",TRUE,1,826,"positive","item"
"6",279,"35","English",6,0,"shovels",FALSE,1,697,"positive","nothing"
"7",279,"35","English",7,3,"fish",FALSE,1,602,"negative","item"
"8",279,"35","English",8,1,"ice cream cones",FALSE,1,1075,"negative","item"
"9",279,"35","English",9,3,"cookies",TRUE,1,602,"negative","nothing"
"10",279,"35","English",10,1,"cars",FALSE,1,541,"negative","item"
"11",279,"35","English",11,3,"presents",FALSE,1,721,"positive","nothing"
"12",279,"35","English",12,3,"guitars",FALSE,0,559,"negative","nothing"
"13",279,"35","English",13,2,"scissors",FALSE,0,767,"negative","nothing"
"14",279,"35","English",14,1,"apples",FALSE,1,836,"positive","nothing"
"15",279,"35","English",15,2,"plants",FALSE,1,790,"negative","item"
"16",279,"35","English",16,3,"bananas",TRUE,1,504,"positive","item"
"17",279,"35","English",17,1,"purses",FALSE,1,1086,"positive","nothing"
"18",279,"35","English",18,0,"daisies",FALSE,0,652,"negative","nothing"
"19",279,"35","English",19,0,"lollipops",FALSE,1,818,"positive","nothing"
"20",279,"35","English",20,2,"keys",TRUE,1,491,"positive","item"
"21",279,"35","English",21,0,"mittens",FALSE,1,874,"negative","item"
"22",279,"35","English",22,0,"pencils",FALSE,1,708,"negative","item"
"23",279,"35","English",23,2,"cakes",FALSE,1,502,"negative","item"
"24",279,"35","English",24,0,"balloons",TRUE,1,859,"negative","nothing"
"25",279,"35","English",25,2,"forks",FALSE,1,1002,"positive","nothing"
"26",279,"35","English",26,1,"phones",TRUE,1,605,"positive","item"
"27",279,"35","English",27,3,"bows",TRUE,1,806,"positive","item"
"28",279,"35","English",28,2,"carrots",FALSE,1,1570,"positive","nothing"
"29",279,"35","English",29,3,"umbrellas",FALSE,1,817,"positive","nothing"
"30",279,"35","English",30,1,"flowers",TRUE,1,604,"negative","nothing"
"31",279,"35","English",31,1,"cats",TRUE,1,615,"positive","item"
"32",279,"35","English",32,2,"buckets",TRUE,1,1021,"negative","nothing"
"33",483,"45","English",1,1,"carrots",FALSE,1,1374,"negative","item"
"34",483,"45","English",2,0,"rainboots",TRUE,1,849,"positive","item"
"35",483,"45","English",3,2,"mittens",TRUE,1,1618,"negative","nothing"
"36",483,"45","English",4,2,"phones",TRUE,1,1050,"positive","item"
"37",483,"45","English",5,3,"apples",TRUE,1,784,"positive","item"
"38",483,"45","English",6,3,"dogs",TRUE,1,782,"negative","nothing"
"39",483,"45","English",7,1,"keys",FALSE,1,1130,"negative","item"
"40",483,"45","English",8,3,"crayons",FALSE,1,1039,"positive","nothing"
"41",483,"45","English",9,0,"guitars",FALSE,1,1451,"positive","nothing"
"42",483,"45","English",10,3,"presents",FALSE,1,1113,"negative","item"
"43",483,"45","English",11,2,"bows",TRUE,1,1808,"positive","item"
"44",483,"45","English",12,2,"umbrellas",TRUE,1,1032,"negative","nothing"
"45",483,"45","English",13,0,"flowers",FALSE,1,1485,"positive","nothing"
"46",483,"45","English",14,2,"lollipops",FALSE,1,1078,"positive","nothing"
"47",483,"45","English",15,0,"cars",FALSE,0,2323,"negative","nothing"
"48",483,"45","English",16,2,"shovels",FALSE,1,1969,"negative","item"
"49",483,"45","English",17,1,"fish",TRUE,1,1345,"positive","item"
"50",483,"45","English",18,2,"forks",FALSE,1,1351,"negative","item"
"51",483,"45","English",19,0,"plants",TRUE,1,827,"positive","item"
"52",483,"45","English",20,0,"daisies",FALSE,1,1202,"negative","item"
"53",483,"45","English",21,0,"kites",FALSE,1,985,"negative","item"
"54",483,"45","English",22,1,"buckets",TRUE,1,1255,"positive","item"
"55",483,"45","English",23,2,"bananas",FALSE,1,1276,"positive","nothing"
"56",483,"45","English",24,1,"cookies",TRUE,1,1360,"negative","nothing"
"57",483,"45","English",25,3,"balloons",FALSE,1,1742,"negative","item"
"58",483,"45","English",26,3,"cakes",TRUE,1,1694,"negative","nothing"
"59",483,"45","English",27,0,"cats",TRUE,1,1756,"negative","nothing"
"60",483,"45","English",28,1,"scissors",FALSE,1,1294,"positive","nothing"
"61",483,"45","English",29,3,"pencils",FALSE,1,1802,"positive","nothing"
"62",483,"45","English",30,3,"purses",TRUE,1,1626,"positive","item"
"63",483,"45","English",31,1,"donuts",FALSE,1,1351,"positive","nothing"
"64",483,"45","English",32,1,"ice cream cones",TRUE,1,928,"negative","nothing"
"65",89,"66","English",1,3,"ice cream cones",TRUE,1,2573,"positive","item"
"66",89,"66","English",2,0,"carrots",FALSE,1,2326,"positive","nothing"
"67",89,"66","English",3,2,"pencils",TRUE,1,1314,"negative","nothing"
"68",89,"66","English",4,1,"flowers",FALSE,1,1831,"positive","nothing"
"69",89,"66","English",5,1,"crayons",TRUE,1,1530,"positive","item"
"70",89,"66","English",6,0,"bananas",TRUE,1,1452,"negative","nothing"
"71",89,"66","English",7,2,"bows",FALSE,1,1620,"negative","item"
"72",89,"66","English",8,1,"keys",FALSE,1,940,"negative","item"
"73",89,"66","English",9,2,"fish",FALSE,0,1042,"negative","nothing"
"74",89,"66","English",10,2,"rainboots",FALSE,1,1759,"positive","nothing"
"75",89,"66","English",11,0,"phones",TRUE,1,3892,"negative","nothing"
"76",89,"66","English",12,1,"plants",FALSE,1,2832,"positive","nothing"
"77",89,"66","English",13,0,"scissors",TRUE,1,1209,"positive","item"
"78",89,"66","English",14,2,"donuts",FALSE,1,1892,"negative","item"
"79",89,"66","English",15,3,"forks",FALSE,1,1383,"negative","item"
"80",89,"66","English",16,3,"presents",FALSE,1,1767,"negative","item"
"81",89,"66","English",17,3,"daisies",TRUE,1,971,"negative","nothing"
"82",89,"66","English",18,1,"cookies",FALSE,1,1171,"negative","item"
"83",89,"66","English",19,3,"kites",FALSE,1,1375,"positive","nothing"
"84",89,"66","English",20,2,"buckets",TRUE,1,1063,"positive","item"
"85",89,"66","English",21,1,"guitars",TRUE,1,1583,"negative","nothing"
"86",89,"66","English",22,3,"dogs",TRUE,1,2249,"negative","nothing"
"87",89,"66","English",23,1,"balloons",TRUE,1,1505,"negative","nothing"
"88",89,"66","English",24,2,"lollipops",TRUE,1,1074,"positive","item"
"89",89,"66","English",25,0,"apples",TRUE,1,1123,"positive","item"
"90",89,"66","English",26,0,"mittens",FALSE,1,3555,"positive","nothing"
"91",89,"66","English",27,0,"cars",FALSE,1,947,"negative","item"
"92",89,"66","English",28,3,"umbrellas",TRUE,1,3997,"positive","item"
"93",89,"66","English",29,1,"shovels",TRUE,1,903,"positive","item"
"94",89,"66","English",30,2,"cats",FALSE,1,1209,"positive","nothing"
"95",89,"66","English",31,0,"cakes",FALSE,1,1147,"negative","item"
"96",89,"66","English",32,3,"purses",FALSE,1,3063,"positive","nothing"
"97",117,"25","English",1,0,"buckets",TRUE,1,1381,"positive","item"
"98",117,"25","English",2,2,"shovels",TRUE,1,1043,"negative","nothing"
"99",117,"25","English",3,1,"crayons",FALSE,1,685,"positive","nothing"
"100",117,"25","English",4,0,"umbrellas",FALSE,1,829,"positive","nothing"
"101",117,"25","English",5,3,"lollipops",FALSE,1,617,"negative","item"
"102",117,"25","English",6,1,"keys",FALSE,1,609,"positive","nothing"
"103",117,"25","English",7,2,"cookies",TRUE,1,565,"positive","item"
"104",117,"25","English",8,0,"donuts",TRUE,1,1029,"negative","nothing"
"105",117,"25","English",9,2,"carrots",TRUE,1,610,"positive","item"
"106",117,"25","English",10,3,"purses",TRUE,1,568,"positive","item"
"107",117,"25","English",11,0,"kites",FALSE,1,539,"negative","item"
"108",117,"25","English",12,3,"dogs",FALSE,1,700,"positive","nothing"
"109",117,"25","English",13,2,"scissors",FALSE,1,1211,"positive","nothing"
"110",117,"25","English",14,2,"cars",FALSE,1,442,"positive","nothing"
"111",117,"25","English",15,3,"plants",TRUE,1,683,"negative","nothing"
"112",117,"25","English",16,2,"forks",FALSE,1,1235,"negative","item"
"113",117,"25","English",17,2,"apples",FALSE,1,557,"negative","item"
"114",117,"25","English",18,0,"flowers",TRUE,1,1593,"negative","nothing"
"115",117,"25","English",19,3,"balloons",FALSE,1,1555,"negative","item"
"116",117,"25","English",20,2,"pencils",TRUE,1,614,"negative","nothing"
"117",117,"25","English",21,3,"rainboots",FALSE,1,537,"positive","nothing"
"118",117,"25","English",22,1,"presents",TRUE,1,486,"positive","item"
"119",117,"25","English",23,3,"fish",TRUE,1,562,"positive","item"
"120",117,"25","English",24,1,"cats",TRUE,1,460,"negative","nothing"
"121",117,"25","English",25,1,"bows",TRUE,0,694,"negative","item"
"122",117,"25","English",26,0,"phones",TRUE,1,1297,"positive","item"
"123",117,"25","English",27,0,"guitars",FALSE,1,855,"negative","item"
"124",117,"25","English",28,0,"cakes",FALSE,1,1124,"positive","nothing"
"125",117,"25","English",29,1,"mittens",TRUE,1,812,"positive","item"
"126",117,"25","English",30,1,"bananas",TRUE,1,609,"negative","nothing"
"127",117,"25","English",31,1,"ice cream cones",FALSE,1,696,"negative","item"
"128",117,"25","English",32,3,"daisies",TRUE,1,1250,"negative","nothing"
"129",372,"35","English",1,2,"buckets",FALSE,1,834,"negative","item"
"130",372,"35","English",2,0,"fish",FALSE,1,968,"positive","nothing"
"131",372,"35","English",3,2,"keys",FALSE,1,767,"positive","nothing"
"132",372,"35","English",4,0,"donuts",FALSE,0,2251,"negative","nothing"
"133",372,"35","English",5,2,"mittens",TRUE,1,1251,"positive","item"
"134",372,"35","English",6,2,"rainboots",TRUE,1,1095,"negative","nothing"
"135",372,"35","English",7,2,"apples",TRUE,1,944,"negative","nothing"
"136",372,"35","English",8,2,"cakes",TRUE,1,689,"positive","item"
"137",372,"35","English",9,1,"forks",TRUE,1,1173,"positive","item"
"138",372,"35","English",10,1,"daisies",FALSE,1,820,"negative","item"
"139",372,"35","English",11,3,"plants",TRUE,1,892,"negative","nothing"
"140",372,"35","English",12,3,"kites",TRUE,1,767,"negative","nothing"
"141",372,"35","English",13,0,"bows",FALSE,1,1125,"positive","nothing"
"142",372,"35","English",14,0,"carrots",TRUE,1,580,"positive","item"
"143",372,"35","English",15,1,"cookies",FALSE,1,1110,"negative","item"
"144",372,"35","English",16,0,"pencils",TRUE,1,672,"positive","item"
"145",372,"35","English",17,2,"umbrellas",FALSE,1,845,"positive","nothing"
"146",372,"35","English",18,0,"ice cream cones",FALSE,1,1017,"negative","item"
"147",372,"35","English",19,0,"phones",TRUE,1,1361,"negative","nothing"
"148",372,"35","English",20,3,"scissors",FALSE,1,816,"positive","nothing"
"149",372,"35","English",21,1,"flowers",TRUE,1,845,"negative","nothing"
"150",372,"35","English",22,1,"purses",FALSE,1,640,"positive","nothing"
"151",372,"35","English",23,3,"cats",FALSE,1,985,"positive","nothing"
"152",372,"35","English",24,0,"presents",FALSE,1,985,"negative","item"
"153",372,"35","English",25,3,"shovels",FALSE,1,1219,"negative","item"
"154",372,"35","English",26,1,"guitars",TRUE,1,581,"positive","item"
"155",372,"35","English",27,1,"cars",FALSE,1,845,"positive","nothing"
"156",372,"35","English",28,2,"dogs",FALSE,1,719,"negative","item"
"157",372,"35","English",29,3,"balloons",TRUE,1,812,"positive","item"
"158",372,"35","English",30,3,"crayons",FALSE,1,787,"negative","item"
"159",372,"35","English",31,3,"lollipops",TRUE,1,704,"positive","item"
"160",372,"35","English",32,1,"bananas",TRUE,1,923,"negative","nothing"
"161",296,"35","English",1,1,"cats",TRUE,1,852,"positive","item"
"162",296,"35","English",2,3,"bows",TRUE,1,1320,"negative","nothing"
"163",296,"35","English",3,3,"fish",FALSE,1,1045,"negative","item"
"164",296,"35","English",4,2,"rainboots",TRUE,0,1127,"negative","item"
"165",296,"35","English",5,3,"carrots",FALSE,1,1315,"positive","nothing"
"166",296,"35","English",6,1,"guitars",FALSE,1,821,"positive","nothing"
"167",296,"35","English",7,2,"kites",TRUE,1,1456,"positive","item"
"168",296,"35","English",8,0,"phones",FALSE,1,4737,"negative","item"
"169",296,"35","English",9,3,"cars",TRUE,1,1246,"positive","item"
"170",296,"35","English",10,2,"flowers",TRUE,0,2070,"positive","nothing"
"171",296,"35","English",11,0,"plants",TRUE,1,806,"positive","item"
"172",296,"35","English",12,0,"ice cream cones",TRUE,0,3091,"positive","nothing"
"173",296,"35","English",13,3,"keys",TRUE,0,4369,"positive","nothing"
"174",296,"35","English",14,2,"forks",FALSE,0,16990,"negative","nothing"
"175",296,"35","English",15,1,"daisies",FALSE,1,1683,"positive","nothing"
"176",296,"35","English",16,2,"shovels",FALSE,0,2610,"negative","nothing"
"177",296,"35","English",17,3,"umbrellas",TRUE,1,594,"positive","item"
"178",296,"35","English",18,0,"apples",TRUE,1,10209,"negative","nothing"
"179",296,"35","English",19,2,"bananas",FALSE,1,1033,"negative","item"
"180",296,"35","English",20,1,"cookies",FALSE,0,3190,"negative","nothing"
"181",296,"35","English",21,1,"crayons",FALSE,1,3849,"negative","item"
"182",296,"35","English",22,0,"pencils",FALSE,1,899,"negative","item"
"183",296,"35","English",23,1,"lollipops",FALSE,1,909,"negative","item"
"184",296,"35","English",24,3,"purses",FALSE,0,1152,"negative","nothing"
"185",296,"35","English",25,2,"buckets",FALSE,1,1880,"positive","nothing"
"186",296,"35","English",26,1,"balloons",TRUE,1,1054,"negative","nothing"
"187",296,"35","English",27,3,"mittens",FALSE,1,1143,"negative","item"
"188",296,"35","English",28,0,"cakes",FALSE,0,1275,"negative","nothing"
"189",296,"35","English",29,0,"scissors",TRUE,1,1457,"positive","item"
"190",296,"35","English",30,2,"presents",TRUE,1,869,"positive","item"
"191",296,"35","English",31,1,"dogs",TRUE,1,2002,"positive","item"
"192",296,"35","English",32,0,"donuts",TRUE,0,896,"positive","nothing"
"193",80,"35","English",1,3,"purses",TRUE,1,1253,"negative","nothing"
"194",80,"35","English",2,2,"flowers",TRUE,1,1326,"negative","nothing"
"195",80,"35","English",3,1,"guitars",TRUE,1,917,"negative","nothing"
"196",80,"35","English",4,1,"shovels",TRUE,1,1580,"negative","nothing"
"197",80,"35","English",5,2,"buckets",TRUE,1,721,"negative","nothing"
"198",80,"35","English",6,1,"keys",FALSE,1,1739,"positive","nothing"
"199",80,"35","English",7,0,"cookies",FALSE,1,1549,"negative","item"
"200",80,"35","English",8,3,"balloons",TRUE,1,1325,"positive","item"
"201",80,"35","English",9,0,"kites",TRUE,1,1579,"positive","item"
"202",80,"35","English",10,2,"phones",TRUE,1,1838,"positive","item"
"203",80,"35","English",11,3,"donuts",FALSE,1,1072,"negative","item"
"204",80,"35","English",12,0,"ice cream cones",FALSE,1,2274,"negative","item"
"205",80,"35","English",13,3,"apples",FALSE,1,1757,"positive","nothing"
"206",80,"35","English",14,0,"mittens",TRUE,1,1275,"negative","nothing"
"207",80,"35","English",15,1,"forks",FALSE,1,1693,"negative","item"
"208",80,"35","English",16,1,"crayons",TRUE,1,1023,"positive","item"
"209",80,"35","English",17,3,"cats",FALSE,1,1141,"negative","item"
"210",80,"35","English",18,2,"dogs",TRUE,1,1115,"positive","item"
"211",80,"35","English",19,2,"carrots",FALSE,1,2473,"negative","item"
"212",80,"35","English",20,0,"pencils",FALSE,1,1096,"positive","nothing"
"213",80,"35","English",21,3,"cakes",TRUE,1,1672,"positive","item"
"214",80,"35","English",22,2,"daisies",FALSE,1,1004,"positive","nothing"
"215",80,"35","English",23,0,"plants",TRUE,1,1346,"negative","nothing"
"216",80,"35","English",24,1,"cars",FALSE,1,940,"positive","nothing"
"217",80,"35","English",25,1,"lollipops",FALSE,1,1113,"negative","item"
"218",80,"35","English",26,0,"umbrellas",TRUE,1,991,"positive","item"
"219",80,"35","English",27,1,"presents",TRUE,1,1285,"positive","item"
"220",80,"35","English",28,2,"fish",FALSE,1,1446,"positive","nothing"
"221",80,"35","English",29,0,"bows",FALSE,1,1423,"positive","nothing"
"222",80,"35","English",30,2,"bananas",FALSE,1,1240,"negative","item"
"223",80,"35","English",31,3,"scissors",TRUE,1,1751,"negative","nothing"
"224",80,"35","English",32,3,"rainboots",FALSE,1,1829,"positive","nothing"
"225",86,"35","english",1,3,"purses",FALSE,1,2224,"negative","item"
"226",86,"35","english",2,2,"shovels",FALSE,1,2039,"negative","item"
"227",86,"35","english",3,1,"crayons",FALSE,1,1170,"negative","item"
"228",86,"35","english",4,0,"phones",TRUE,1,1355,"negative","nothing"
"229",86,"35","english",5,2,"donuts",FALSE,1,1246,"negative","item"
"230",86,"35","english",6,0,"presents",TRUE,1,1341,"positive","item"
"231",86,"35","english",7,3,"fish",FALSE,0,1380,"negative","nothing"
"232",86,"35","english",8,2,"carrots",TRUE,1,1493,"negative","nothing"
"233",86,"35","english",9,3,"scissors",TRUE,1,1445,"positive","item"
"234",86,"35","english",10,2,"cars",FALSE,1,2168,"positive","nothing"
"235",86,"35","english",11,2,"bows",TRUE,1,1638,"negative","nothing"
"236",86,"35","english",12,1,"plants",TRUE,1,967,"positive","item"
"237",86,"35","english",13,3,"daisies",TRUE,1,1414,"positive","item"
"238",86,"35","english",14,1,"forks",TRUE,1,1580,"negative","nothing"
"239",86,"35","english",15,0,"apples",TRUE,1,2027,"negative","nothing"
"240",86,"35","english",16,1,"keys",TRUE,1,1080,"negative","nothing"
"241",86,"35","english",17,1,"rainboots",TRUE,0,1636,"positive","nothing"
"242",86,"35","english",18,0,"lollipops",TRUE,1,853,"positive","item"
"243",86,"35","english",19,3,"cakes",TRUE,1,787,"negative","nothing"
"244",86,"35","english",20,0,"pencils",TRUE,0,1446,"positive","nothing"
"245",86,"35","english",21,2,"ice cream cones",TRUE,1,1632,"positive","item"
"246",86,"35","english",22,3,"bananas",FALSE,1,908,"positive","nothing"
"247",86,"35","english",23,0,"dogs",FALSE,1,893,"negative","item"
"248",86,"35","english",24,1,"flowers",FALSE,1,1085,"negative","item"
"249",86,"35","english",25,1,"umbrellas",FALSE,1,1243,"positive","nothing"
"250",86,"35","english",26,0,"balloons",FALSE,1,1002,"negative","item"
"251",86,"35","english",27,2,"guitars",TRUE,1,1280,"positive","item"
"252",86,"35","english",28,0,"cats",FALSE,1,1278,"positive","nothing"
"253",86,"35","english",29,3,"cookies",FALSE,1,839,"positive","nothing"
"254",86,"35","english",30,1,"kites",FALSE,0,1199,"positive","item"
"255",86,"35","english",31,2,"buckets",FALSE,1,1190,"positive","nothing"
"256",86,"35","english",32,3,"mittens",FALSE,1,932,"negative","item"
"257",228,"25","english",1,3,"fish",FALSE,1,1642,"negative","item"
"258",228,"25","english",2,1,"ice cream cones",TRUE,1,1750,"positive","item"
"259",228,"25","english",3,3,"kites",TRUE,1,2362,"positive","item"
"260",228,"25","english",4,1,"apples",FALSE,1,1424,"negative","item"
"261",228,"25","english",5,0,"purses",TRUE,1,1297,"positive","item"
"262",228,"25","english",6,1,"phones",FALSE,1,2125,"positive","nothing"
"263",228,"25","english",7,1,"scissors",TRUE,1,1571,"negative","nothing"
"264",228,"25","english",8,1,"flowers",FALSE,1,1640,"positive","nothing"
"265",228,"25","english",9,3,"bows",TRUE,1,1625,"positive","item"
"266",228,"25","english",10,2,"umbrellas",FALSE,1,1360,"negative","item"
"267",228,"25","english",11,0,"crayons",FALSE,1,1470,"positive","nothing"
"268",228,"25","english",12,2,"cookies",TRUE,1,2375,"negative","nothing"
"269",228,"25","english",13,1,"plants",TRUE,1,1860,"negative","nothing"
"270",228,"25","english",14,0,"guitars",FALSE,1,1337,"negative","item"
"271",228,"25","english",15,2,"mittens",FALSE,1,1313,"negative","item"
"272",228,"25","english",16,3,"bananas",FALSE,1,2157,"positive","nothing"
"273",228,"25","english",17,2,"rainboots",TRUE,1,1376,"negative","nothing"
"274",228,"25","english",18,0,"buckets",TRUE,1,1188,"positive","item"
"275",228,"25","english",19,0,"lollipops",FALSE,1,1297,"negative","item"
"276",228,"25","english",20,1,"pencils",FALSE,1,1940,"negative","item"
"277",228,"25","english",21,3,"dogs",TRUE,1,5136,"negative","nothing"
"278",228,"25","english",22,1,"forks",TRUE,1,1374,"positive","item"
"279",228,"25","english",23,2,"cakes",FALSE,1,1440,"positive","nothing"
"280",228,"25","english",24,0,"cats",FALSE,1,1817,"positive","nothing"
"281",228,"25","english",25,2,"balloons",TRUE,1,1219,"positive","item"
"282",228,"25","english",26,3,"donuts",TRUE,1,1563,"negative","nothing"
"283",228,"25","english",27,0,"keys",TRUE,1,2048,"negative","nothing"
"284",228,"25","english",28,3,"daisies",FALSE,1,1844,"negative","item"
"285",228,"25","english",29,2,"presents",TRUE,1,1657,"positive","item"
"286",228,"25","english",30,2,"cars",FALSE,1,1689,"positive","nothing"
"287",228,"25","english",31,3,"carrots",FALSE,1,1815,"positive","nothing"
"288",228,"25","english",32,0,"shovels",TRUE,1,1548,"negative","nothing"
"289",120,"35","English",1,3,"flowers",TRUE,1,1349,"negative","nothing"
"290",120,"35","English",2,2,"kites",FALSE,1,1257,"negative","item"
"291",120,"35","English",3,2,"shovels",TRUE,1,860,"negative","nothing"
"292",120,"35","English",4,0,"phones",FALSE,1,793,"negative","item"
"293",120,"35","English",5,2,"pencils",FALSE,1,922,"positive","nothing"
"294",120,"35","English",6,3,"cars",TRUE,1,1030,"positive","item"
"295",120,"35","English",7,2,"keys",TRUE,1,798,"positive","item"
"296",120,"35","English",8,0,"cakes",TRUE,1,1095,"negative","nothing"
"297",120,"35","English",9,1,"cookies",TRUE,1,728,"positive","item"
"298",120,"35","English",10,0,"lollipops",FALSE,1,818,"negative","item"
"299",120,"35","English",11,3,"fish",FALSE,1,665,"negative","item"
"300",120,"35","English",12,2,"plants",FALSE,1,774,"positive","nothing"
"301",120,"35","English",13,0,"purses",TRUE,1,671,"positive","item"
"302",120,"35","English",14,2,"ice cream cones",TRUE,1,1297,"negative","nothing"
"303",120,"35","English",15,3,"rainboots",TRUE,0,1062,"negative","item"
"304",120,"35","English",16,1,"umbrellas",TRUE,1,1304,"negative","nothing"
"305",120,"35","English",17,3,"bows",TRUE,1,1138,"positive","item"
"306",120,"35","English",18,3,"apples",FALSE,1,900,"positive","nothing"
"307",120,"35","English",19,1,"mittens",FALSE,1,937,"positive","nothing"
"308",120,"35","English",20,3,"presents",TRUE,1,1113,"negative","nothing"
"309",120,"35","English",21,1,"balloons",FALSE,1,1218,"negative","item"
"310",120,"35","English",22,1,"buckets",TRUE,1,1014,"negative","nothing"
"311",120,"35","English",23,2,"cats",TRUE,1,1050,"positive","item"
"312",120,"35","English",24,1,"daisies",FALSE,1,1145,"negative","item"
"313",120,"35","English",25,0,"crayons",FALSE,1,1297,"positive","nothing"
"314",120,"35","English",26,1,"scissors",FALSE,1,875,"positive","nothing"
"315",120,"35","English",27,0,"guitars",FALSE,1,922,"positive","nothing"
"316",120,"35","English",28,3,"dogs",FALSE,1,1390,"positive","nothing"
"317",120,"35","English",29,0,"bananas",TRUE,1,1059,"negative","nothing"
"318",120,"35","English",30,1,"donuts",TRUE,1,854,"positive","item"
"319",120,"35","English",31,0,"forks",TRUE,1,1194,"positive","item"
"320",120,"35","English",32,2,"carrots",FALSE,1,1020,"negative","item"
"321",28,"35","english",1,0,"kites",FALSE,1,1179,"negative","item"
"322",28,"35","english",2,1,"shovels",FALSE,1,827,"positive","nothing"
"323",28,"35","english",3,2,"keys",TRUE,1,1180,"positive","item"
"324",28,"35","english",4,0,"buckets",FALSE,1,1234,"positive","nothing"
"325",28,"35","english",5,3,"pencils",FALSE,1,952,"negative","item"
"326",28,"35","english",6,3,"rainboots",TRUE,1,1127,"negative","nothing"
"327",28,"35","english",7,1,"apples",FALSE,1,826,"negative","item"
"328",28,"35","english",8,0,"donuts",FALSE,1,1162,"positive","nothing"
"329",28,"35","english",9,2,"cars",TRUE,1,599,"positive","item"
"330",28,"35","english",10,0,"forks",FALSE,0,1061,"negative","nothing"
"331",28,"35","english",11,2,"fish",FALSE,1,1365,"negative","item"
"332",28,"35","english",12,0,"guitars",TRUE,1,564,"positive","item"
"333",28,"35","english",13,0,"phones",TRUE,1,1128,"negative","nothing"
"334",28,"35","english",14,3,"plants",TRUE,1,965,"positive","item"
"335",28,"35","english",15,3,"scissors",FALSE,1,712,"positive","nothing"
"336",28,"35","english",16,1,"presents",TRUE,1,828,"positive","item"
"337",28,"35","english",17,2,"umbrellas",FALSE,1,852,"positive","nothing"
"338",28,"35","english",18,1,"carrots",TRUE,1,1027,"negative","nothing"
"339",28,"35","english",19,0,"lollipops",TRUE,1,839,"positive","item"
"340",28,"35","english",20,1,"balloons",TRUE,1,986,"positive","item"
"341",28,"35","english",21,1,"mittens",FALSE,1,789,"positive","nothing"
"342",28,"35","english",22,1,"bows",FALSE,1,1168,"negative","item"
"343",28,"35","english",23,2,"daisies",FALSE,1,916,"negative","item"
"344",28,"35","english",24,3,"crayons",TRUE,1,648,"positive","item"
"345",28,"35","english",25,2,"cookies",FALSE,1,951,"positive","nothing"
"346",28,"35","english",26,2,"ice cream cones",TRUE,1,887,"negative","nothing"
"347",28,"35","english",27,3,"dogs",FALSE,1,774,"negative","item"
"348",28,"35","english",28,3,"flowers",TRUE,1,1040,"negative","nothing"
"349",28,"35","english",29,2,"cats",TRUE,1,864,"negative","nothing"
"350",28,"35","english",30,1,"bananas",TRUE,1,725,"negative","nothing"
"351",28,"35","english",31,3,"cakes",FALSE,1,694,"positive","nothing"
"352",28,"35","english",32,0,"purses",FALSE,1,1381,"negative","item"
"353",309,"25","English",1,0,"bows",FALSE,1,2354,"positive","nothing"
"354",309,"25","English",2,0,"lollipops",TRUE,1,1274,"negative","nothing"
"355",309,"25","English",3,1,"mittens",TRUE,1,852,"negative","nothing"
"356",309,"25","English",4,2,"cakes",TRUE,1,623,"positive","item"
"357",309,"25","English",5,3,"ice cream cones",FALSE,1,742,"positive","nothing"
"358",309,"25","English",6,1,"carrots",FALSE,1,837,"positive","nothing"
"359",309,"25","English",7,0,"donuts",FALSE,1,532,"negative","item"
"360",309,"25","English",8,1,"flowers",FALSE,1,591,"positive","nothing"
"361",309,"25","English",9,1,"purses",TRUE,1,737,"negative","nothing"
"362",309,"25","English",10,2,"shovels",TRUE,0,530,"positive","nothing"
"363",309,"25","English",11,2,"plants",TRUE,1,795,"negative","nothing"
"364",309,"25","English",12,3,"presents",FALSE,1,1360,"positive","nothing"
"365",309,"25","English",13,1,"fish",FALSE,1,1369,"negative","item"
"366",309,"25","English",14,1,"umbrellas",TRUE,1,621,"positive","item"
"367",309,"25","English",15,2,"phones",TRUE,1,757,"negative","nothing"
"368",309,"25","English",16,3,"guitars",FALSE,1,1387,"negative","item"
"369",309,"25","English",17,0,"rainboots",FALSE,1,616,"negative","item"
"370",309,"25","English",18,2,"forks",FALSE,1,816,"positive","nothing"
"371",309,"25","English",19,2,"balloons",FALSE,1,683,"negative","item"
"372",309,"25","English",20,2,"cats",TRUE,1,495,"positive","item"
"373",309,"25","English",21,3,"dogs",TRUE,1,1018,"negative","nothing"
"374",309,"25","English",22,0,"buckets",TRUE,1,996,"negative","nothing"
"375",309,"25","English",23,1,"scissors",FALSE,1,1401,"negative","item"
"376",309,"25","English",24,0,"keys",FALSE,1,626,"positive","nothing"
"377",309,"25","English",25,3,"pencils",TRUE,1,714,"negative","nothing"
"378",309,"25","English",26,0,"daisies",TRUE,1,741,"positive","item"
"379",309,"25","English",27,3,"cookies",TRUE,1,441,"positive","item"
"380",309,"25","English",28,3,"cars",FALSE,1,735,"negative","item"
"381",309,"25","English",29,2,"kites",FALSE,1,630,"negative","item"
"382",309,"25","English",30,3,"crayons",TRUE,1,467,"positive","item"
"383",309,"25","English",31,1,"apples",TRUE,1,488,"positive","item"
