"","X","subid","gender","age","language","trial.num","context.condition","item","response","correct","rt","text.condition","image.condition"
"1",1,279,"M",35,"English",1,0,"kites",TRUE,1,765,"positive","item"
"2",10,279,"M",35,"English",10,1,"cars",FALSE,1,541,"negative","item"
"3",100,117,"M",25,"English",4,0,"umbrellas",FALSE,1,829,"positive","nothing"
"4",1000,190,"F",55,"English",8,3,"phones",TRUE,1,803,"positive","item"
"5",1001,190,"F",55,"English",9,3,"scissors",TRUE,1,973,"negative","nothing"
"6",1002,190,"F",55,"English",10,0,"keys",TRUE,1,854,"positive","item"
"7",1003,190,"F",55,"English",11,3,"daisies",FALSE,1,1444,"positive","nothing"
"8",1004,190,"F",55,"English",12,0,"fish",TRUE,1,869,"positive","item"
"9",1005,190,"F",55,"English",13,0,"carrots",FALSE,1,1501,"negative","item"
"10",1006,190,"F",55,"English",14,1,"rainboots",FALSE,1,972,"positive","nothing"
"11",1007,190,"F",55,"English",15,1,"bows",FALSE,1,924,"negative","item"
"12",1008,190,"F",55,"English",16,2,"cakes",TRUE,1,1085,"negative","nothing"
"13",1009,190,"F",55,"English",17,1,"buckets",TRUE,1,1165,"negative","nothing"
"14",101,117,"M",25,"English",5,3,"lollipops",FALSE,1,617,"negative","item"
"15",1010,190,"F",55,"English",18,2,"ice cream cones",FALSE,1,1612,"positive","nothing"
"16",1011,190,"F",55,"English",19,1,"guitars",TRUE,1,630,"positive","item"
"17",1012,190,"F",55,"English",20,2,"crayons",TRUE,1,1293,"negative","nothing"
"18",1013,190,"F",55,"English",21,1,"plants",FALSE,1,1077,"positive","nothing"
"19",1014,190,"F",55,"English",22,2,"apples",TRUE,1,1611,"positive","item"
"20",1015,190,"F",55,"English",23,1,"flowers",TRUE,1,1570,"positive","item"
"21",1016,190,"F",55,"English",24,3,"balloons",FALSE,1,1037,"positive","nothing"
"22",1017,190,"F",55,"English",25,3,"dogs",FALSE,1,772,"negative","item"
"23",1018,190,"F",55,"English",26,0,"forks",TRUE,1,1087,"negative","nothing"
"24",1019,190,"F",55,"English",27,3,"cookies",TRUE,1,723,"positive","item"
"25",102,117,"M",25,"English",6,1,"keys",FALSE,1,609,"positive","nothing"
"26",1020,190,"F",55,"English",28,3,"kites",FALSE,1,1403,"negative","item"
"27",1021,190,"F",55,"English",29,1,"purses",TRUE,1,1062,"negative","nothing"
"28",1022,190,"F",55,"English",30,1,"shovels",FALSE,1,939,"negative","item"
"29",1023,190,"F",55,"English",31,2,"umbrellas",TRUE,1,1115,"positive","item"
"30",1024,190,"F",55,"English",32,2,"mittens",FALSE,1,958,"negative","item"
"31",1025,179,"F",55,"English",1,1,"dogs",TRUE,1,1281,"positive","item"
"32",1026,179,"F",55,"English",2,2,"cats",TRUE,1,952,"positive","item"
"33",1027,179,"F",55,"English",3,3,"umbrellas",FALSE,1,1896,"negative","item"
"34",1028,179,"F",55,"English",4,2,"daisies",FALSE,1,1186,"negative","item"
"35",1029,179,"F",55,"English",5,1,"balloons",TRUE,1,1293,"negative","nothing"
"36",103,117,"M",25,"English",7,2,"cookies",TRUE,1,565,"positive","item"
"37",1030,179,"F",55,"English",6,0,"presents",FALSE,1,1576,"positive","nothing"
"38",1031,179,"F",55,"English",7,2,"shovels",TRUE,1,934,"positive","item"
"39",1032,179,"F",55,"English",8,3,"keys",FALSE,1,935,"positive","nothing"
"40",1033,179,"F",55,"English",9,2,"buckets",FALSE,1,1348,"positive","nothing"
"41",1034,179,"F",55,"English",10,3,"mittens",TRUE,1,1123,"positive","item"
"42",1035,179,"F",55,"English",11,0,"apples",TRUE,1,690,"positive","item"
"43",1036,179,"F",55,"English",12,0,"bows",FALSE,1,1508,"positive","nothing"
"44",1037,179,"F",55,"English",13,3,"fish",FALSE,1,1663,"negative","item"
"45",1038,179,"F",55,"English",14,3,"pencils",TRUE,1,1802,"negative","nothing"
"46",1039,179,"F",55,"English",15,1,"ice cream cones",FALSE,1,1662,"positive","nothing"
"47",104,117,"M",25,"English",8,0,"donuts",TRUE,1,1029,"negative","nothing"
"48",1040,179,"F",55,"English",16,2,"cakes",FALSE,1,1486,"positive","nothing"
"49",1041,179,"F",55,"English",17,1,"lollipops",FALSE,1,1451,"negative","item"
"50",1042,179,"F",55,"English",18,2,"donuts",TRUE,1,2308,"negative","nothing"
"51",1043,179,"F",55,"English",19,1,"guitars",FALSE,1,1396,"negative","item"
"52",1044,179,"F",55,"English",20,3,"purses",TRUE,1,2169,"positive","item"
"53",1045,179,"F",55,"English",21,0,"flowers",FALSE,1,1092,"negative","item"
"54",1046,179,"F",55,"English",22,0,"kites",TRUE,1,1536,"negative","nothing"
"55",1047,179,"F",55,"English",23,0,"plants",FALSE,1,1094,"negative","item"
"56",1048,179,"F",55,"English",24,0,"cookies",TRUE,1,1210,"negative","nothing"
"57",1049,179,"F",55,"English",25,0,"bananas",TRUE,1,916,"positive","item"
"58",105,117,"M",25,"English",9,2,"carrots",TRUE,1,610,"positive","item"
"59",1050,179,"F",55,"English",26,3,"crayons",TRUE,1,1588,"negative","nothing"
"60",1051,179,"F",55,"English",27,2,"scissors",TRUE,1,1505,"negative","nothing"
"61",1052,179,"F",55,"English",28,3,"cars",FALSE,1,1448,"positive","nothing"
"62",1053,179,"F",55,"English",29,1,"carrots",TRUE,1,1081,"positive","item"
"63",1054,179,"F",55,"English",30,1,"rainboots",FALSE,1,1025,"positive","nothing"
"64",1055,179,"F",55,"English",31,2,"forks",FALSE,1,1266,"negative","item"
"65",1056,179,"F",55,"English",32,1,"phones",TRUE,1,1851,"negative","nothing"
"66",1057,119,"F",45,"english",1,0,"buckets",FALSE,1,1099,"negative","item"
"67",1058,119,"F",45,"english",2,2,"apples",TRUE,0,590,"positive","nothing"
"68",1059,119,"F",45,"english",3,3,"presents",TRUE,1,525,"positive","item"
"69",106,117,"M",25,"English",10,3,"purses",TRUE,1,568,"positive","item"
"70",1060,119,"F",45,"english",4,3,"bananas",FALSE,0,541,"negative","nothing"
"71",1061,119,"F",45,"english",5,3,"balloons",FALSE,1,1046,"positive","nothing"
"72",1062,119,"F",45,"english",6,0,"guitars",TRUE,0,2289,"positive","nothing"
"73",1063,119,"F",45,"english",7,2,"cats",TRUE,1,680,"positive","item"
"74",1064,119,"F",45,"english",8,3,"plants",TRUE,1,566,"positive","item"
"75",1065,119,"F",45,"english",9,0,"forks",FALSE,1,824,"negative","item"
"76",1066,119,"F",45,"english",10,1,"ice cream cones",FALSE,1,1179,"positive","nothing"
"77",1067,119,"F",45,"english",11,1,"mittens",FALSE,1,697,"positive","nothing"
"78",1068,119,"F",45,"english",12,1,"cookies",FALSE,1,1075,"negative","item"
"79",1069,119,"F",45,"english",13,2,"purses",FALSE,1,877,"negative","item"
"80",107,117,"M",25,"English",11,0,"kites",FALSE,1,539,"negative","item"
"81",1070,119,"F",45,"english",14,1,"umbrellas",FALSE,1,891,"negative","item"
"82",1071,119,"F",45,"english",15,0,"crayons",FALSE,1,894,"positive","nothing"
"83",1072,119,"F",45,"english",16,1,"shovels",TRUE,1,837,"positive","item"
"84",1073,119,"F",45,"english",17,2,"cars",FALSE,1,748,"negative","item"
"85",1074,119,"F",45,"english",18,0,"carrots",TRUE,1,660,"positive","item"
"86",1075,119,"F",45,"english",19,1,"lollipops",TRUE,1,566,"positive","item"
"87",1076,119,"F",45,"english",20,0,"kites",TRUE,1,1521,"negative","nothing"
"88",1077,119,"F",45,"english",21,2,"daisies",FALSE,1,611,"positive","nothing"
"89",1078,119,"F",45,"english",22,1,"rainboots",TRUE,1,999,"negative","nothing"
"90",1079,119,"F",45,"english",23,3,"cakes",FALSE,1,652,"positive","nothing"
"91",108,117,"M",25,"English",12,3,"dogs",FALSE,1,700,"positive","nothing"
"92",1080,119,"F",45,"english",24,2,"scissors",TRUE,1,848,"negative","nothing"
"93",1081,119,"F",45,"english",25,2,"keys",TRUE,1,767,"negative","nothing"
"94",1082,119,"F",45,"english",26,0,"bows",TRUE,1,1420,"positive","item"
"95",1083,119,"F",45,"english",27,2,"donuts",TRUE,1,633,"positive","item"
"96",1084,119,"F",45,"english",28,3,"fish",FALSE,1,725,"negative","item"
"97",1085,119,"F",45,"english",29,1,"flowers",TRUE,1,604,"negative","nothing"
"98",1086,119,"F",45,"english",30,3,"phones",TRUE,1,716,"negative","nothing"
"99",1087,119,"F",45,"english",31,3,"pencils",FALSE,1,569,"negative","item"
"100",1088,119,"F",45,"english",32,0,"dogs",FALSE,0,1055,"negative","nothing"
"101",1089,419,"M",45,"english",1,1,"flowers",TRUE,0,1032,"positive","nothing"
"102",109,117,"M",25,"English",13,2,"scissors",FALSE,1,1211,"positive","nothing"
"103",1090,419,"M",45,"english",2,0,"apples",FALSE,1,1156,"negative","item"
"104",1091,419,"M",45,"english",3,2,"balloons",TRUE,1,1111,"positive","item"
"105",1092,419,"M",45,"english",4,0,"umbrellas",TRUE,1,1673,"negative","nothing"
"106",1093,419,"M",45,"english",5,1,"lollipops",TRUE,1,1407,"negative","nothing"
"107",1094,419,"M",45,"english",6,2,"shovels",TRUE,1,1391,"negative","nothing"
"108",1095,419,"M",45,"english",7,3,"rainboots",FALSE,0,1657,"positive","item"
"109",1096,419,"M",45,"english",8,0,"plants",FALSE,1,1438,"positive","nothing"
"110",1097,419,"M",45,"english",9,3,"daisies",TRUE,1,1110,"positive","item"
"111",1098,419,"M",45,"english",10,2,"phones",FALSE,1,1358,"positive","nothing"
"112",1099,419,"M",45,"english",11,1,"dogs",FALSE,1,1000,"negative","item"
"113",11,279,"M",35,"English",11,3,"presents",FALSE,1,721,"positive","nothing"
"114",110,117,"M",25,"English",14,2,"cars",FALSE,1,442,"positive","nothing"
"115",1100,419,"M",45,"english",12,1,"scissors",TRUE,1,1532,"negative","nothing"
"116",1101,419,"M",45,"english",13,0,"bananas",TRUE,1,1078,"positive","item"
"117",1102,419,"M",45,"english",14,1,"keys",FALSE,1,953,"negative","item"
"118",1103,419,"M",45,"english",15,0,"cookies",TRUE,1,1452,"negative","nothing"
"119",1104,419,"M",45,"english",16,3,"bows",FALSE,1,830,"negative","item"
"120",1105,419,"M",45,"english",17,2,"kites",FALSE,1,954,"negative","item"
"121",1106,419,"M",45,"english",18,1,"cars",TRUE,1,954,"positive","item"
"122",1107,419,"M",45,"english",19,2,"donuts",FALSE,1,1157,"positive","nothing"
"123",1108,419,"M",45,"english",20,3,"pencils",FALSE,1,1001,"positive","nothing"
"124",1109,419,"M",45,"english",21,3,"carrots",TRUE,1,625,"negative","nothing"
"125",111,117,"M",25,"English",15,3,"plants",TRUE,1,683,"negative","nothing"
"126",1110,419,"M",45,"english",22,0,"purses",FALSE,1,703,"negative","item"
"127",1111,419,"M",45,"english",23,3,"fish",FALSE,1,596,"negative","item"
"128",1112,419,"M",45,"english",24,3,"cats",FALSE,0,768,"negative","nothing"
"129",1113,419,"M",45,"english",25,3,"buckets",FALSE,1,1093,"positive","nothing"
"130",1114,419,"M",45,"english",26,2,"mittens",TRUE,1,970,"positive","item"
"131",1115,419,"M",45,"english",27,2,"forks",TRUE,1,1250,"negative","nothing"
"132",1116,419,"M",45,"english",28,2,"crayons",FALSE,1,922,"negative","item"
"133",1117,419,"M",45,"english",29,0,"ice cream cones",TRUE,1,876,"positive","item"
"134",1118,419,"M",45,"english",30,1,"cakes",FALSE,1,769,"positive","nothing"
"135",1119,419,"M",45,"english",31,0,"presents",FALSE,1,1080,"positive","nothing"
"136",112,117,"M",25,"English",16,2,"forks",FALSE,1,1235,"negative","item"
"137",1120,419,"M",45,"english",32,1,"guitars",TRUE,1,783,"positive","item"
"138",113,117,"M",25,"English",17,2,"apples",FALSE,1,557,"negative","item"
"139",114,117,"M",25,"English",18,0,"flowers",TRUE,1,1593,"negative","nothing"
"140",115,117,"M",25,"English",19,3,"balloons",FALSE,1,1555,"negative","item"
"141",1153,360,"M",45,"english",1,1,"buckets",FALSE,1,967,"positive","nothing"
"142",1154,360,"M",45,"english",2,0,"mittens",FALSE,1,1165,"negative","item"
"143",1155,360,"M",45,"english",3,3,"guitars",FALSE,1,925,"positive","nothing"
"144",1156,360,"M",45,"english",4,3,"bananas",FALSE,1,818,"positive","nothing"
"145",1157,360,"M",45,"english",5,2,"donuts",TRUE,1,1039,"positive","item"
"146",1158,360,"M",45,"english",6,2,"umbrellas",TRUE,1,2394,"negative","nothing"
"147",1159,360,"M",45,"english",7,3,"kites",TRUE,1,502,"positive","item"
"148",116,117,"M",25,"English",20,2,"pencils",TRUE,1,614,"negative","nothing"
"149",1160,360,"M",45,"english",8,2,"purses",FALSE,1,795,"negative","item"
"150",1161,360,"M",45,"english",9,1,"lollipops",FALSE,1,1239,"negative","item"
"151",1162,360,"M",45,"english",10,1,"cats",TRUE,0,833,"positive","nothing"
"152",1163,360,"M",45,"english",11,1,"ice cream cones",TRUE,1,874,"positive","item"
"153",1164,360,"M",45,"english",12,0,"forks",TRUE,1,1109,"negative","nothing"
"154",1165,360,"M",45,"english",13,2,"daisies",FALSE,1,1087,"negative","item"
"155",1166,360,"M",45,"english",14,2,"plants",TRUE,1,1642,"negative","nothing"
"156",1167,360,"M",45,"english",15,0,"pencils",FALSE,1,1201,"positive","nothing"
"157",1168,360,"M",45,"english",16,1,"bows",FALSE,1,1536,"negative","item"
"158",1169,360,"M",45,"english",17,0,"shovels",FALSE,1,1227,"positive","nothing"
"159",117,117,"M",25,"English",21,3,"rainboots",FALSE,1,537,"positive","nothing"
"160",1170,360,"M",45,"english",18,3,"crayons",TRUE,1,1541,"negative","nothing"
"161",1171,360,"M",45,"english",19,1,"fish",TRUE,1,908,"negative","nothing"
"162",1172,360,"M",45,"english",20,2,"cakes",TRUE,1,809,"positive","item"
"163",1173,360,"M",45,"english",21,1,"flowers",TRUE,1,761,"positive","item"
"164",1174,360,"M",45,"english",22,0,"keys",TRUE,1,1011,"negative","nothing"
"165",1175,360,"M",45,"english",23,3,"apples",FALSE,1,1157,"negative","item"
"166",1176,360,"M",45,"english",24,3,"cars",FALSE,1,962,"negative","item"
"167",1177,360,"M",45,"english",25,2,"presents",FALSE,1,1374,"positive","nothing"
"168",1178,360,"M",45,"english",26,1,"scissors",TRUE,1,1074,"negative","nothing"
"169",1179,360,"M",45,"english",27,0,"cookies",TRUE,1,1124,"positive","item"
"170",118,117,"M",25,"English",22,1,"presents",TRUE,1,486,"positive","item"
"171",1180,360,"M",45,"english",28,2,"dogs",FALSE,1,1235,"positive","nothing"
"172",1181,360,"M",45,"english",29,3,"phones",TRUE,1,1208,"negative","nothing"
"173",1182,360,"M",45,"english",30,3,"balloons",TRUE,1,1039,"positive","item"
"174",1183,360,"M",45,"english",31,0,"rainboots",FALSE,1,1207,"negative","item"
"175",1184,360,"M",45,"english",32,0,"carrots",TRUE,1,1031,"positive","item"
"176",1185,132,"M",35,"english",1,1,"carrots",FALSE,1,1838,"positive","nothing"
"177",1186,132,"M",35,"english",2,0,"cakes",FALSE,1,1580,"positive","nothing"
"178",1187,132,"M",35,"english",3,0,"purses",TRUE,1,1039,"negative","nothing"
"179",1188,132,"M",35,"english",4,2,"cookies",TRUE,1,1047,"negative","nothing"
"180",1189,132,"M",35,"english",5,3,"crayons",TRUE,1,1111,"negative","nothing"
"181",119,117,"M",25,"English",23,3,"fish",TRUE,1,562,"positive","item"
"182",1190,132,"M",35,"english",6,3,"ice cream cones",TRUE,1,1294,"positive","item"
"183",1191,132,"M",35,"english",7,2,"plants",TRUE,1,943,"positive","item"
"184",1192,132,"M",35,"english",8,1,"phones",TRUE,1,1678,"negative","nothing"
"185",1193,132,"M",35,"english",9,2,"daisies",FALSE,1,1157,"negative","item"
"186",1194,132,"M",35,"english",10,2,"guitars",FALSE,1,726,"negative","item"
"187",1195,132,"M",35,"english",11,3,"bows",FALSE,0,1199,"positive","item"
"188",1196,132,"M",35,"english",12,3,"apples",FALSE,1,1111,"positive","nothing"
"189",1197,132,"M",35,"english",13,1,"cars",TRUE,1,863,"positive","item"
"190",1198,132,"M",35,"english",14,2,"balloons",TRUE,1,615,"positive","item"
"191",1199,132,"M",35,"english",15,3,"lollipops",FALSE,1,710,"positive","nothing"
"192",12,279,"M",35,"English",12,3,"guitars",FALSE,0,559,"negative","nothing"
"193",120,117,"M",25,"English",24,1,"cats",TRUE,1,460,"negative","nothing"
"194",1200,132,"M",35,"english",16,3,"scissors",FALSE,1,960,"negative","item"
"195",1201,132,"M",35,"english",17,1,"shovels",FALSE,1,893,"positive","nothing"
"196",1202,132,"M",35,"english",18,3,"dogs",FALSE,1,750,"negative","item"
"197",1203,132,"M",35,"english",19,0,"donuts",FALSE,1,695,"negative","item"
"198",1204,132,"M",35,"english",20,1,"pencils",TRUE,1,1279,"negative","nothing"
"199",1205,132,"M",35,"english",21,1,"bananas",TRUE,1,2007,"positive","item"
"200",1206,132,"M",35,"english",22,0,"forks",FALSE,1,623,"negative","item"
"201",1207,132,"M",35,"english",23,1,"umbrellas",FALSE,1,822,"negative","item"
"202",1208,132,"M",35,"english",24,1,"presents",FALSE,1,654,"negative","item"
"203",1209,132,"M",35,"english",25,0,"cats",TRUE,1,1295,"negative","nothing"
"204",121,117,"M",25,"English",25,1,"bows",TRUE,0,694,"negative","item"
"205",1210,132,"M",35,"english",26,2,"flowers",FALSE,1,1038,"positive","nothing"
"206",1211,132,"M",35,"english",27,0,"rainboots",FALSE,1,1383,"positive","nothing"
"207",1212,132,"M",35,"english",28,2,"mittens",TRUE,1,1023,"negative","nothing"
"208",1213,132,"M",35,"english",29,0,"buckets",TRUE,1,863,"positive","item"
"209",1214,132,"M",35,"english",30,0,"keys",TRUE,1,911,"positive","item"
"210",1215,132,"M",35,"english",31,2,"kites",FALSE,1,1175,"positive","nothing"
"211",1216,132,"M",35,"english",32,3,"fish",TRUE,1,1159,"negative","nothing"
"212",1217,191,"F",25,"English",1,2,"presents",TRUE,1,932,"negative","nothing"
"213",1218,191,"F",25,"English",2,2,"forks",TRUE,1,1118,"negative","nothing"
"214",1219,191,"F",25,"English",3,2,"cars",FALSE,1,944,"positive","nothing"
"215",122,117,"M",25,"English",26,0,"phones",TRUE,1,1297,"positive","item"
"216",1220,191,"F",25,"English",4,3,"kites",FALSE,1,929,"negative","item"
"217",1221,191,"F",25,"English",5,3,"fish",TRUE,1,717,"positive","item"
"218",1222,191,"F",25,"English",6,3,"donuts",TRUE,1,718,"positive","item"
"219",1223,191,"F",25,"English",7,0,"mittens",FALSE,1,1112,"positive","nothing"
"220",1224,191,"F",25,"English",8,3,"cookies",FALSE,1,865,"positive","nothing"
"221",1225,191,"F",25,"English",9,0,"keys",FALSE,1,973,"positive","nothing"
"222",1226,191,"F",25,"English",10,2,"balloons",TRUE,1,759,"positive","item"
"223",1227,191,"F",25,"English",11,1,"umbrellas",FALSE,1,829,"negative","item"
"224",1228,191,"F",25,"English",12,1,"shovels",TRUE,1,718,"positive","item"
"225",1229,191,"F",25,"English",13,0,"daisies",FALSE,1,629,"negative","item"
"226",123,117,"M",25,"English",27,0,"guitars",FALSE,1,855,"negative","item"
"227",1230,191,"F",25,"English",14,0,"crayons",TRUE,1,1157,"negative","nothing"
"228",1231,191,"F",25,"English",15,2,"rainboots",FALSE,1,1080,"negative","item"
"229",1232,191,"F",25,"English",16,1,"cakes",FALSE,1,944,"positive","nothing"
"230",1233,191,"F",25,"English",17,0,"ice cream cones",TRUE,1,1157,"negative","nothing"
"231",1234,191,"F",25,"English",18,1,"carrots",TRUE,1,1051,"negative","nothing"
"232",1235,191,"F",25,"English",19,3,"phones",TRUE,1,1081,"negative","nothing"
"233",1236,191,"F",25,"English",20,0,"guitars",TRUE,1,585,"positive","item"
"234",1237,191,"F",25,"English",21,2,"bananas",TRUE,1,737,"positive","item"
"235",1238,191,"F",25,"English",22,1,"apples",FALSE,1,687,"negative","item"
"236",1239,191,"F",25,"English",23,2,"cats",FALSE,1,1193,"negative","item"
"237",124,117,"M",25,"English",28,0,"cakes",FALSE,1,1124,"positive","nothing"
"238",1240,191,"F",25,"English",24,1,"dogs",FALSE,1,696,"positive","nothing"
"239",1241,191,"F",25,"English",25,0,"lollipops",FALSE,1,1712,"negative","item"
"240",1242,191,"F",25,"English",26,3,"scissors",FALSE,1,767,"positive","nothing"
"241",1243,191,"F",25,"English",27,2,"flowers",FALSE,1,848,"positive","nothing"
"242",1244,191,"F",25,"English",28,3,"pencils",TRUE,1,730,"negative","nothing"
"243",1245,191,"F",25,"English",29,1,"buckets",TRUE,1,638,"negative","nothing"
"244",1246,191,"F",25,"English",30,1,"bows",TRUE,1,1034,"positive","item"
"245",1247,191,"F",25,"English",31,3,"purses",FALSE,1,1135,"negative","item"
"246",1248,191,"F",25,"English",32,0,"plants",TRUE,1,1432,"positive","item"
"247",1249,294,"F",35,"English",1,0,"carrots",FALSE,1,3537,"positive","nothing"
"248",125,117,"M",25,"English",29,1,"mittens",TRUE,1,812,"positive","item"
"249",1250,294,"F",35,"English",2,1,"scissors",FALSE,1,7330,"positive","nothing"
"250",1251,294,"F",35,"English",3,3,"rainboots",TRUE,1,2688,"negative","nothing"
"251",1252,294,"F",35,"English",4,1,"guitars",TRUE,1,9370,"positive","item"
"252",1253,294,"F",35,"English",5,2,"mittens",FALSE,1,5960,"positive","nothing"
"253",1254,294,"F",35,"English",6,1,"daisies",TRUE,1,5513,"positive","item"
"254",1255,294,"F",35,"English",7,0,"ice cream cones",TRUE,1,4659,"positive","item"
"255",1256,294,"F",35,"English",8,3,"bows",TRUE,0,2953,"negative","item"
"256",1257,294,"F",35,"English",9,2,"purses",FALSE,1,13842,"positive","nothing"
"257",1258,294,"F",35,"English",10,2,"bananas",FALSE,1,1538,"negative","item"
"258",1259,294,"F",35,"English",11,3,"lollipops",FALSE,1,8107,"positive","nothing"
"259",126,117,"M",25,"English",30,1,"bananas",TRUE,1,609,"negative","nothing"
"260",1260,294,"F",35,"English",12,3,"buckets",TRUE,1,2224,"positive","item"
"261",1261,294,"F",35,"English",13,3,"cookies",TRUE,1,2748,"positive","item"
"262",1262,294,"F",35,"English",14,1,"dogs",TRUE,1,16084,"negative","nothing"
"263",1263,294,"F",35,"English",15,3,"apples",TRUE,1,4650,"negative","nothing"
"264",1264,294,"F",35,"English",16,0,"balloons",TRUE,1,3127,"negative","nothing"
"265",1265,294,"F",35,"English",17,0,"kites",TRUE,1,1554,"negative","nothing"
"266",1266,294,"F",35,"English",18,2,"pencils",TRUE,1,2338,"negative","nothing"
"267",1267,294,"F",35,"English",19,0,"keys",TRUE,1,1777,"positive","item"
"268",1268,294,"F",35,"English",20,1,"shovels",FALSE,1,2737,"positive","nothing"
"269",1269,294,"F",35,"English",21,3,"donuts",FALSE,1,2523,"negative","item"
"270",127,117,"M",25,"English",31,1,"ice cream cones",FALSE,1,696,"negative","item"
"271",1270,294,"F",35,"English",22,3,"presents",FALSE,1,4296,"positive","nothing"
"272",1271,294,"F",35,"English",23,0,"cars",FALSE,1,1792,"negative","item"
"273",1272,294,"F",35,"English",24,0,"plants",FALSE,1,2306,"negative","item"
"274",1273,294,"F",35,"English",25,2,"fish",TRUE,1,2434,"positive","item"
"275",1274,294,"F",35,"English",26,0,"cats",FALSE,1,3922,"positive","nothing"
"276",1275,294,"F",35,"English",27,2,"cakes",TRUE,1,1667,"positive","item"
"277",1276,294,"F",35,"English",28,1,"forks",FALSE,1,7219,"negative","item"
"278",1277,294,"F",35,"English",29,2,"umbrellas",TRUE,1,2392,"negative","nothing"
"279",1278,294,"F",35,"English",30,2,"phones",FALSE,1,2818,"negative","item"
"280",1279,294,"F",35,"English",31,1,"crayons",FALSE,1,1393,"negative","item"
"281",128,117,"M",25,"English",32,3,"daisies",TRUE,1,1250,"negative","nothing"
"282",1280,294,"F",35,"English",32,1,"flowers",TRUE,1,3009,"negative","nothing"
"283",1281,376,"F",25,"english",1,1,"kites",TRUE,1,1309,"positive","item"
"284",1282,376,"F",25,"english",2,2,"balloons",TRUE,1,1174,"negative","nothing"
"285",1283,376,"F",25,"english",3,3,"cars",FALSE,1,873,"positive","nothing"
"286",1284,376,"F",25,"english",4,0,"umbrellas",TRUE,1,718,"positive","item"
"287",1285,376,"F",25,"english",5,0,"bananas",TRUE,1,1218,"negative","nothing"
"288",1286,376,"F",25,"english",6,3,"crayons",TRUE,1,1015,"negative","nothing"
"289",1287,376,"F",25,"english",7,1,"donuts",TRUE,1,1241,"negative","nothing"
"290",1288,376,"F",25,"english",8,3,"phones",TRUE,0,1269,"negative","item"
"291",1289,376,"F",25,"english",9,0,"cakes",FALSE,1,1037,"negative","item"
"292",129,372,"M",35,"English",1,2,"buckets",FALSE,1,834,"negative","item"
"293",1290,376,"F",25,"english",10,2,"forks",FALSE,1,927,"negative","item"
"294",1291,376,"F",25,"english",11,1,"scissors",FALSE,1,1335,"positive","nothing"
"295",1292,376,"F",25,"english",12,2,"cookies",FALSE,1,1383,"negative","item"
"296",1293,376,"F",25,"english",13,2,"purses",FALSE,1,1734,"positive","nothing"
"297",1294,376,"F",25,"english",14,0,"lollipops",FALSE,1,1053,"positive","nothing"
"298",1295,376,"F",25,"english",15,0,"flowers",TRUE,1,1278,"positive","item"
"299",1296,376,"F",25,"english",16,0,"ice cream cones",FALSE,1,1111,"negative","item"
"300",1297,376,"F",25,"english",17,1,"buckets",FALSE,1,1148,"negative","item"
"301",1298,376,"F",25,"english",18,2,"daisies",TRUE,1,1478,"negative","nothing"
"302",1299,376,"F",25,"english",19,2,"fish",TRUE,1,1088,"positive","item"
"303",13,279,"M",35,"English",13,2,"scissors",FALSE,0,767,"negative","nothing"
"304",130,372,"M",35,"English",2,0,"fish",FALSE,1,968,"positive","nothing"
"305",1300,376,"F",25,"english",20,1,"rainboots",FALSE,1,1379,"positive","nothing"
"306",1301,376,"F",25,"english",21,3,"shovels",FALSE,1,745,"negative","item"
"307",1302,376,"F",25,"english",22,3,"bows",TRUE,1,1363,"positive","item"
"308",1303,376,"F",25,"english",23,3,"carrots",TRUE,1,1030,"negative","nothing"
"309",1304,376,"F",25,"english",24,2,"guitars",TRUE,1,1140,"positive","item"
"310",1305,376,"F",25,"english",25,1,"dogs",TRUE,1,1216,"negative","nothing"
"311",1306,376,"F",25,"english",26,1,"pencils",FALSE,1,1366,"negative","item"
"312",1307,376,"F",25,"english",27,3,"plants",FALSE,1,1434,"positive","nothing"
"313",1308,376,"F",25,"english",28,3,"presents",TRUE,1,1122,"positive","item"
"314",1309,376,"F",25,"english",29,2,"keys",FALSE,1,1112,"positive","nothing"
"315",131,372,"M",35,"English",3,2,"keys",FALSE,1,767,"positive","nothing"
"316",1310,376,"F",25,"english",30,1,"apples",TRUE,1,1042,"positive","item"
"317",1311,376,"F",25,"english",31,0,"cats",FALSE,1,974,"positive","nothing"
"318",1312,376,"F",25,"english",32,0,"mittens",TRUE,1,1865,"negative","nothing"
"319",1313,29,"F",25,"English",1,1,"flowers",FALSE,1,1012,"positive","nothing"
"320",1314,29,"F",25,"English",2,3,"fish",FALSE,1,637,"positive","nothing"
"321",1315,29,"F",25,"English",3,2,"carrots",FALSE,1,1121,"negative","item"
"322",1316,29,"F",25,"English",4,1,"balloons",FALSE,1,537,"positive","nothing"
"323",1317,29,"F",25,"English",5,0,"plants",TRUE,1,983,"negative","nothing"
"324",1318,29,"F",25,"English",6,0,"cakes",TRUE,1,964,"positive","item"
"325",1319,29,"F",25,"English",7,3,"lollipops",FALSE,1,481,"positive","nothing"
"326",132,372,"M",35,"English",4,0,"donuts",FALSE,0,2251,"negative","nothing"
"327",1320,29,"F",25,"English",8,2,"purses",TRUE,1,598,"positive","item"
"328",1321,29,"F",25,"English",9,0,"pencils",TRUE,1,1006,"negative","nothing"
"329",1322,29,"F",25,"English",10,2,"keys",TRUE,1,791,"negative","nothing"
