"","X","subid","gender","age","language","trial.num","context.condition","item","response","correct","rt","text.condition","image.condition"
"2881",3735,245,"M",45,"english",23,0,"kites",TRUE,1,1107,"positive","item"
"2882",3736,245,"M",45,"english",24,3,"shovels",TRUE,1,788,"positive","item"
"2883",3737,245,"M",45,"english",25,3,"bananas",FALSE,1,1030,"positive","nothing"
"2884",3738,245,"M",45,"english",26,1,"phones",FALSE,1,997,"positive","nothing"
"2885",3739,245,"M",45,"english",27,0,"carrots",TRUE,1,860,"positive","item"
"2886",374,309,"F",25,"English",22,0,"buckets",TRUE,1,996,"negative","nothing"
"2887",3740,245,"M",45,"english",28,2,"buckets",TRUE,1,590,"positive","item"
"2888",3741,245,"M",45,"english",29,3,"pencils",TRUE,1,788,"negative","nothing"
"2889",3742,245,"M",45,"english",30,3,"ice cream cones",TRUE,1,778,"positive","item"
"2890",3743,245,"M",45,"english",31,2,"cars",FALSE,1,758,"positive","nothing"
"2891",3744,245,"M",45,"english",32,0,"lollipops",TRUE,1,1064,"negative","nothing"
"2892",3745,251,"F",35,"English",1,3,"mittens",FALSE,1,1204,"positive","nothing"
"2893",3746,251,"F",35,"English",2,0,"buckets",FALSE,1,2013,"negative","item"
"2894",3747,251,"F",35,"English",3,2,"guitars",TRUE,1,1301,"positive","item"
"2895",3748,251,"F",35,"English",4,1,"donuts",TRUE,1,1189,"positive","item"
"2896",3749,251,"F",35,"English",5,3,"lollipops",FALSE,1,1158,"negative","item"
"2897",375,309,"F",25,"English",23,1,"scissors",FALSE,1,1401,"negative","item"
"2898",3750,251,"F",35,"English",6,0,"shovels",FALSE,1,1080,"negative","item"
"2899",3751,251,"F",35,"English",7,0,"keys",FALSE,1,1830,"positive","nothing"
"2900",3752,251,"F",35,"English",8,1,"kites",FALSE,1,1909,"positive","nothing"
"2901",3753,251,"F",35,"English",9,1,"ice cream cones",TRUE,1,1029,"negative","nothing"
"2902",3754,251,"F",35,"English",10,0,"scissors",TRUE,1,3173,"positive","item"
"2903",3755,251,"F",35,"English",11,2,"forks",TRUE,1,1509,"negative","nothing"
"2904",3756,251,"F",35,"English",12,2,"presents",FALSE,1,1623,"negative","item"
"2905",3757,251,"F",35,"English",13,3,"rainboots",TRUE,1,1229,"negative","nothing"
"2906",3758,251,"F",35,"English",14,3,"phones",TRUE,1,910,"positive","item"
"2907",3759,251,"F",35,"English",15,1,"crayons",FALSE,1,1869,"positive","nothing"
"2908",376,309,"F",25,"English",24,0,"keys",FALSE,1,626,"positive","nothing"
"2909",3760,251,"F",35,"English",16,2,"daisies",FALSE,1,1736,"positive","nothing"
"2910",3761,251,"F",35,"English",17,1,"bows",TRUE,0,1391,"negative","item"
"2911",3762,251,"F",35,"English",18,0,"balloons",TRUE,1,1920,"positive","item"
"2912",3763,251,"F",35,"English",19,1,"apples",FALSE,1,1213,"negative","item"
"2913",3764,251,"F",35,"English",20,2,"cats",TRUE,1,1997,"negative","nothing"
"2914",3765,251,"F",35,"English",21,0,"purses",TRUE,1,1590,"negative","nothing"
"2915",3766,251,"F",35,"English",22,1,"cars",TRUE,1,1201,"positive","item"
"2916",3767,251,"F",35,"English",23,0,"carrots",FALSE,0,2373,"negative","nothing"
"2917",3768,251,"F",35,"English",24,3,"cookies",FALSE,1,1118,"negative","item"
"2918",3769,251,"F",35,"English",25,0,"fish",FALSE,1,1695,"positive","nothing"
"2919",377,309,"F",25,"English",25,3,"pencils",TRUE,1,714,"negative","nothing"
"2920",3770,251,"F",35,"English",26,3,"plants",TRUE,1,942,"positive","item"
"2921",3771,251,"F",35,"English",27,3,"pencils",FALSE,1,1447,"positive","nothing"
"2922",3772,251,"F",35,"English",28,2,"dogs",FALSE,1,1461,"positive","nothing"
"2923",3773,251,"F",35,"English",29,3,"bananas",TRUE,1,1701,"negative","nothing"
"2924",3774,251,"F",35,"English",30,2,"flowers",FALSE,1,1015,"negative","item"
"2925",3775,251,"F",35,"English",31,2,"umbrellas",TRUE,1,981,"positive","item"
"2926",3776,251,"F",35,"English",32,1,"cakes",TRUE,1,846,"negative","nothing"
"2927",3777,247,"F",35,"English",1,2,"bananas",FALSE,1,1475,"positive","nothing"
"2928",3778,247,"F",35,"English",2,2,"fish",TRUE,1,1057,"negative","nothing"
"2929",3779,247,"F",35,"English",3,2,"donuts",FALSE,1,1632,"negative","item"
"2930",378,309,"F",25,"English",26,0,"daisies",TRUE,1,741,"positive","item"
"2931",3780,247,"F",35,"English",4,2,"purses",TRUE,1,917,"positive","item"
"2932",3781,247,"F",35,"English",5,3,"presents",FALSE,1,915,"positive","nothing"
"2933",3782,247,"F",35,"English",6,3,"mittens",FALSE,1,1081,"positive","nothing"
"2934",3783,247,"F",35,"English",7,1,"cars",TRUE,1,1115,"negative","nothing"
"2935",3784,247,"F",35,"English",8,2,"ice cream cones",TRUE,1,965,"positive","item"
"2936",3785,247,"F",35,"English",9,2,"umbrellas",FALSE,1,1033,"positive","nothing"
"2937",3786,247,"F",35,"English",10,2,"guitars",FALSE,1,1191,"negative","item"
"2938",3787,247,"F",35,"English",11,1,"daisies",FALSE,1,1368,"positive","nothing"
"2939",3788,247,"F",35,"English",12,0,"cats",TRUE,1,953,"positive","item"
"2940",3789,247,"F",35,"English",13,0,"shovels",FALSE,1,1039,"negative","item"
"2941",379,309,"F",25,"English",27,3,"cookies",TRUE,1,441,"positive","item"
"2942",3790,247,"F",35,"English",14,3,"pencils",FALSE,0,938,"negative","nothing"
"2943",3791,247,"F",35,"English",15,2,"plants",TRUE,1,905,"negative","nothing"
"2944",3792,247,"F",35,"English",16,3,"cakes",TRUE,1,1051,"negative","nothing"
"2945",3793,247,"F",35,"English",17,0,"kites",TRUE,1,1758,"negative","nothing"
"2946",3794,247,"F",35,"English",18,3,"carrots",FALSE,0,1675,"positive","item"
"2947",3795,247,"F",35,"English",19,1,"apples",TRUE,1,869,"positive","item"
"2948",3796,247,"F",35,"English",20,1,"buckets",TRUE,1,696,"positive","item"
"2949",3797,247,"F",35,"English",21,3,"lollipops",TRUE,1,716,"positive","item"
"2950",3798,247,"F",35,"English",22,0,"phones",TRUE,1,955,"negative","nothing"
"2951",3799,247,"F",35,"English",23,0,"crayons",FALSE,1,1117,"positive","nothing"
"2952",38,483,"F",45,"English",6,3,"dogs",TRUE,1,782,"negative","nothing"
"2953",380,309,"F",25,"English",28,3,"cars",FALSE,1,735,"negative","item"
"2954",3800,247,"F",35,"English",24,0,"flowers",FALSE,1,909,"positive","nothing"
"2955",3801,247,"F",35,"English",25,0,"cookies",TRUE,0,1093,"negative","item"
"2956",3802,247,"F",35,"English",26,0,"forks",TRUE,1,1036,"positive","item"
"2957",3803,247,"F",35,"English",27,1,"rainboots",FALSE,1,976,"negative","item"
"2958",3804,247,"F",35,"English",28,3,"dogs",FALSE,1,846,"negative","item"
"2959",3805,247,"F",35,"English",29,1,"keys",FALSE,1,1062,"positive","nothing"
"2960",3806,247,"F",35,"English",30,1,"scissors",FALSE,1,1513,"negative","item"
"2961",3807,247,"F",35,"English",31,3,"bows",FALSE,1,962,"negative","item"
"2962",3808,247,"F",35,"English",32,1,"balloons",TRUE,1,1689,"negative","nothing"
"2963",3809,35,"M",35,"English",1,1,"mittens",FALSE,1,1980,"positive","nothing"
"2964",381,309,"F",25,"English",29,2,"kites",FALSE,1,630,"negative","item"
"2965",3810,35,"M",35,"English",2,3,"kites",TRUE,1,2383,"positive","item"
"2966",3811,35,"M",35,"English",3,2,"dogs",FALSE,1,971,"positive","nothing"
"2967",3812,35,"M",35,"English",4,2,"daisies",TRUE,1,817,"positive","item"
"2968",3813,35,"M",35,"English",5,2,"cats",TRUE,1,522,"positive","item"
"2969",3814,35,"M",35,"English",6,3,"ice cream cones",FALSE,1,828,"positive","nothing"
"2970",3815,35,"M",35,"English",7,1,"crayons",FALSE,1,1219,"negative","item"
"2971",3816,35,"M",35,"English",8,1,"cars",TRUE,1,1502,"negative","nothing"
"2972",3817,35,"M",35,"English",9,0,"bows",FALSE,1,1377,"positive","nothing"
"2973",3818,35,"M",35,"English",10,1,"bananas",TRUE,1,431,"positive","item"
"2974",3819,35,"M",35,"English",11,2,"presents",TRUE,1,816,"negative","nothing"
"2975",382,309,"F",25,"English",30,3,"crayons",TRUE,1,467,"positive","item"
"2976",3820,35,"M",35,"English",12,1,"plants",FALSE,1,522,"positive","nothing"
"2977",3821,35,"M",35,"English",13,0,"fish",FALSE,1,1125,"positive","nothing"
"2978",3822,35,"M",35,"English",14,3,"phones",TRUE,0,517,"negative","item"
"2979",3823,35,"M",35,"English",15,1,"lollipops",TRUE,1,998,"positive","item"
"2980",3824,35,"M",35,"English",16,2,"flowers",FALSE,1,1323,"negative","item"
"2981",3825,35,"M",35,"English",17,0,"apples",FALSE,1,670,"negative","item"
"2982",3826,35,"M",35,"English",18,0,"rainboots",FALSE,1,1516,"negative","item"
"2983",3827,35,"M",35,"English",19,2,"umbrellas",FALSE,1,1726,"positive","nothing"
"2984",3828,35,"M",35,"English",20,0,"cakes",FALSE,0,1701,"negative","nothing"
"2985",3829,35,"M",35,"English",21,1,"pencils",TRUE,1,1237,"negative","nothing"
"2986",383,309,"F",25,"English",31,1,"apples",TRUE,1,488,"positive","item"
"2987",3830,35,"M",35,"English",22,2,"donuts",FALSE,1,847,"negative","item"
"2988",3831,35,"M",35,"English",23,0,"buckets",TRUE,1,1188,"positive","item"
"2989",3832,35,"M",35,"English",24,3,"carrots",TRUE,1,951,"positive","item"
"2990",3833,35,"M",35,"English",25,3,"forks",FALSE,0,1520,"negative","nothing"
"2991",3834,35,"M",35,"English",26,3,"guitars",FALSE,0,1083,"negative","nothing"
"2992",3835,35,"M",35,"English",27,0,"keys",TRUE,1,1892,"positive","item"
"2993",3836,35,"M",35,"English",28,3,"scissors",FALSE,1,1299,"negative","item"
"2994",3837,35,"M",35,"English",29,2,"balloons",TRUE,1,818,"negative","nothing"
"2995",3838,35,"M",35,"English",30,3,"shovels",FALSE,1,784,"positive","nothing"
"2996",3839,35,"M",35,"English",31,0,"cookies",TRUE,1,1223,"negative","nothing"
"2997",384,309,"F",25,"English",32,0,"bananas",TRUE,1,514,"positive","item"
"2998",3840,35,"M",35,"English",32,1,"purses",FALSE,1,1604,"negative","item"
"2999",3841,17,"F",45,"English",1,0,"pencils",TRUE,1,5527,"negative","nothing"
"3000",3842,17,"F",45,"English",2,1,"dogs",TRUE,1,2229,"positive","item"
"3001",3843,17,"F",45,"English",3,1,"donuts",TRUE,1,1576,"positive","item"
"3002",3844,17,"F",45,"English",4,3,"guitars",TRUE,1,1560,"positive","item"
"3003",3845,17,"F",45,"English",5,3,"cookies",TRUE,1,1363,"negative","nothing"
"3004",3846,17,"F",45,"English",6,1,"lollipops",FALSE,1,1940,"positive","nothing"
"3005",3847,17,"F",45,"English",7,0,"apples",FALSE,1,2753,"positive","nothing"
"3006",3848,17,"F",45,"English",8,0,"shovels",TRUE,1,2500,"negative","nothing"
"3007",3849,17,"F",45,"English",9,2,"forks",FALSE,1,2906,"positive","nothing"
"3008",385,320,"M",35,"English",1,2,"scissors",TRUE,1,1173,"negative","nothing"
"3009",3850,17,"F",45,"English",10,3,"cats",FALSE,1,2145,"negative","item"
"3010",3851,17,"F",45,"English",11,3,"umbrellas",FALSE,1,2304,"positive","nothing"
"3011",3852,17,"F",45,"English",12,2,"buckets",FALSE,1,2440,"positive","nothing"
"3012",3853,17,"F",45,"English",13,2,"cakes",TRUE,1,1830,"negative","nothing"
"3013",3854,17,"F",45,"English",14,2,"mittens",FALSE,1,1827,"negative","item"
"3014",3855,17,"F",45,"English",15,2,"keys",TRUE,1,1830,"negative","nothing"
"3015",3856,17,"F",45,"English",16,0,"presents",FALSE,0,1471,"positive","item"
"3016",3857,17,"F",45,"English",17,0,"ice cream cones",FALSE,1,2361,"negative","item"
"3017",3858,17,"F",45,"English",18,0,"bows",FALSE,1,2454,"positive","nothing"
"3018",3859,17,"F",45,"English",19,3,"crayons",FALSE,1,3455,"negative","item"
"3019",386,320,"M",35,"English",2,0,"kites",TRUE,1,1472,"positive","item"
"3020",3860,17,"F",45,"English",20,2,"kites",FALSE,1,1689,"negative","item"
"3021",3861,17,"F",45,"English",21,1,"bananas",TRUE,1,1892,"negative","nothing"
"3022",3862,17,"F",45,"English",22,1,"carrots",TRUE,0,2345,"positive","nothing"
"3023",3863,17,"F",45,"English",23,1,"cars",FALSE,1,2065,"negative","item"
"3024",3864,17,"F",45,"English",24,3,"flowers",TRUE,1,1828,"negative","nothing"
"3025",3865,17,"F",45,"English",25,3,"scissors",TRUE,1,2111,"positive","item"
"3026",3866,17,"F",45,"English",26,2,"fish",TRUE,1,2742,"positive","item"
"3027",3867,17,"F",45,"English",27,1,"purses",FALSE,1,2126,"negative","item"
"3028",3868,17,"F",45,"English",28,0,"balloons",FALSE,1,2564,"negative","item"
"3029",3869,17,"F",45,"English",29,1,"phones",TRUE,1,2751,"negative","nothing"
"3030",387,320,"M",35,"English",3,3,"donuts",FALSE,1,1126,"positive","nothing"
"3031",3870,17,"F",45,"English",30,0,"daisies",TRUE,1,1751,"positive","item"
"3032",3871,17,"F",45,"English",31,3,"rainboots",FALSE,1,2643,"positive","nothing"
"3033",3872,17,"F",45,"English",32,2,"plants",TRUE,1,2048,"positive","item"
"3034",3873,272,"F",35,"English",1,2,"lollipops",FALSE,1,1481,"negative","item"
"3035",3874,272,"F",35,"English",2,2,"phones",FALSE,1,1763,"negative","item"
"3036",3875,272,"F",35,"English",3,1,"ice cream cones",TRUE,1,1241,"positive","item"
"3037",3876,272,"F",35,"English",4,1,"presents",FALSE,1,1123,"negative","item"
"3038",3877,272,"F",35,"English",5,0,"forks",TRUE,1,2014,"negative","nothing"
"3039",3878,272,"F",35,"English",6,1,"apples",TRUE,1,944,"positive","item"
"3040",3879,272,"F",35,"English",7,3,"bananas",TRUE,1,801,"negative","nothing"
"3041",388,320,"M",35,"English",4,1,"apples",FALSE,1,1531,"negative","item"
"3042",3880,272,"F",35,"English",8,3,"rainboots",FALSE,1,1426,"positive","nothing"
"3043",3881,272,"F",35,"English",9,3,"cars",TRUE,1,1053,"negative","nothing"
"3044",3882,272,"F",35,"English",10,1,"buckets",TRUE,1,925,"negative","nothing"
"3045",3883,272,"F",35,"English",11,1,"dogs",FALSE,1,1747,"negative","item"
"3046",3884,272,"F",35,"English",12,1,"bows",FALSE,1,1642,"positive","nothing"
"3047",3885,272,"F",35,"English",13,3,"kites",TRUE,1,728,"positive","item"
"3048",3886,272,"F",35,"English",14,3,"mittens",FALSE,1,931,"negative","item"
"3049",3887,272,"F",35,"English",15,3,"shovels",TRUE,0,862,"positive","nothing"
"3050",3888,272,"F",35,"English",16,0,"balloons",FALSE,1,1266,"positive","nothing"
"3051",3889,272,"F",35,"English",17,2,"scissors",FALSE,1,1402,"positive","nothing"
"3052",389,320,"M",35,"English",5,0,"forks",FALSE,1,754,"negative","item"
"3053",3890,272,"F",35,"English",18,0,"crayons",TRUE,1,978,"positive","item"
"3054",3891,272,"F",35,"English",19,2,"purses",TRUE,1,516,"positive","item"
"3055",3892,272,"F",35,"English",20,1,"cats",TRUE,1,730,"negative","nothing"
"3056",3893,272,"F",35,"English",21,0,"daisies",TRUE,1,989,"positive","item"
"3057",3894,272,"F",35,"English",22,3,"cookies",TRUE,1,578,"positive","item"
"3058",3895,272,"F",35,"English",23,0,"fish",FALSE,1,735,"negative","item"
"3059",3896,272,"F",35,"English",24,0,"umbrellas",FALSE,1,751,"negative","item"
"3060",3897,272,"F",35,"English",25,0,"plants",TRUE,1,1131,"negative","nothing"
"3061",3898,272,"F",35,"English",26,1,"flowers",FALSE,1,1021,"positive","nothing"
"3062",3899,272,"F",35,"English",27,2,"cakes",TRUE,1,500,"positive","item"
"3063",39,483,"F",45,"English",7,1,"keys",FALSE,1,1130,"negative","item"
"3064",390,320,"M",35,"English",6,0,"cars",TRUE,1,907,"positive","item"
"3065",3900,272,"F",35,"English",28,2,"donuts",TRUE,1,712,"negative","nothing"
"3066",3901,272,"F",35,"English",29,3,"keys",FALSE,1,873,"negative","item"
"3067",3902,272,"F",35,"English",30,2,"pencils",TRUE,1,681,"negative","nothing"
"3068",3903,272,"F",35,"English",31,2,"carrots",FALSE,1,1704,"positive","nothing"
"3069",3904,272,"F",35,"English",32,0,"guitars",FALSE,1,1045,"positive","nothing"
"3070",3905,382,"M",45,"English",1,3,"purses",FALSE,1,1388,"positive","nothing"
"3071",3906,382,"M",45,"English",2,2,"cars",FALSE,1,1246,"negative","item"
"3072",3907,382,"M",45,"English",3,1,"guitars",FALSE,1,951,"negative","item"
"3073",3908,382,"M",45,"English",4,1,"umbrellas",TRUE,1,1029,"negative","nothing"
"3074",3909,382,"M",45,"English",5,0,"flowers",TRUE,1,2381,"negative","nothing"
"3075",391,320,"M",35,"English",7,1,"mittens",TRUE,1,1136,"negative","nothing"
"3076",3910,382,"M",45,"English",6,3,"phones",TRUE,1,1446,"negative","nothing"
"3077",3911,382,"M",45,"English",7,0,"pencils",FALSE,1,1078,"negative","item"
"3078",3912,382,"M",45,"English",8,2,"balloons",FALSE,1,1237,"negative","item"
"3079",3913,382,"M",45,"English",9,1,"dogs",TRUE,1,1047,"negative","nothing"
"3080",3914,382,"M",45,"English",10,1,"crayons",FALSE,1,1413,"positive","nothing"
"3081",3915,382,"M",45,"English",11,2,"presents",TRUE,1,1509,"negative","nothing"
"3082",3916,382,"M",45,"English",12,0,"keys",FALSE,1,797,"negative","item"
"3083",3917,382,"M",45,"English",13,2,"cookies",TRUE,1,998,"positive","item"
"3084",3918,382,"M",45,"English",14,0,"kites",FALSE,1,1213,"positive","nothing"
"3085",3919,382,"M",45,"English",15,0,"forks",TRUE,1,1671,"negative","nothing"
"3086",392,320,"M",35,"English",8,2,"crayons",FALSE,1,970,"positive","nothing"
"3087",3920,382,"M",45,"English",16,2,"scissors",TRUE,0,1110,"positive","nothing"
"3088",3921,382,"M",45,"English",17,0,"bows",TRUE,1,1037,"positive","item"
"3089",3922,382,"M",45,"English",18,3,"daisies",TRUE,1,1382,"positive","item"
"3090",3923,382,"M",45,"English",19,0,"buckets",TRUE,1,797,"positive","item"
"3091",3924,382,"M",45,"English",20,3,"donuts",TRUE,1,1534,"negative","nothing"
"3092",3925,382,"M",45,"English",21,2,"fish",FALSE,1,990,"positive","nothing"
"3093",3926,382,"M",45,"English",22,3,"ice cream cones",TRUE,1,1016,"positive","item"
"3094",3927,382,"M",45,"English",23,2,"cakes",TRUE,1,797,"positive","item"
"3095",3928,382,"M",45,"English",24,1,"cats",FALSE,1,1174,"positive","nothing"
"3096",3929,382,"M",45,"English",25,3,"rainboots",FALSE,1,2461,"negative","item"
"3097",393,320,"M",35,"English",9,1,"guitars",FALSE,1,687,"positive","nothing"
"3098",3930,382,"M",45,"English",26,1,"lollipops",FALSE,1,1005,"negative","item"
"3099",3931,382,"M",45,"English",27,1,"shovels",TRUE,1,1039,"positive","item"
"3100",3932,382,"M",45,"English",28,1,"bananas",TRUE,1,870,"positive","item"
"3101",3933,382,"M",45,"English",29,3,"mittens",FALSE,1,709,"negative","item"
"3102",3934,382,"M",45,"English",30,3,"apples",FALSE,1,1160,"positive","nothing"
"3103",3935,382,"M",45,"English",31,0,"plants",FALSE,1,1118,"positive","nothing"
"3104",3936,382,"M",45,"English",32,2,"carrots",TRUE,1,1238,"negative","nothing"
"3105",3937,138,"F",35,"English",1,3,"daisies",TRUE,1,1374,"positive","item"
"3106",3938,138,"F",35,"English",2,1,"cakes",FALSE,1,794,"positive","nothing"
"3107",3939,138,"F",35,"English",3,2,"carrots",TRUE,1,1220,"negative","nothing"
"3108",394,320,"M",35,"English",10,2,"bows",TRUE,1,1359,"negative","nothing"
"3109",3940,138,"F",35,"English",4,1,"scissors",TRUE,1,972,"positive","item"
"3110",3941,138,"F",35,"English",5,2,"kites",FALSE,1,892,"negative","item"
"3111",3942,138,"F",35,"English",6,3,"balloons",TRUE,1,1021,"negative","nothing"
"3112",3943,138,"F",35,"English",7,0,"bananas",FALSE,0,1541,"negative","nothing"
"3113",3944,138,"F",35,"English",8,1,"cars",TRUE,1,725,"positive","item"
"3114",3945,138,"F",35,"English",9,0,"crayons",TRUE,0,2196,"positive","nothing"
"3115",3946,138,"F",35,"English",10,3,"presents",TRUE,1,1181,"negative","nothing"
"3116",3947,138,"F",35,"English",11,3,"phones",FALSE,1,1015,"negative","item"
"3117",3948,138,"F",35,"English",12,0,"shovels",FALSE,1,908,"negative","item"
"3118",3949,138,"F",35,"English",13,0,"bows",TRUE,1,910,"positive","item"
"3119",395,320,"M",35,"English",11,2,"lollipops",TRUE,1,695,"positive","item"
"3120",3950,138,"F",35,"English",14,1,"purses",TRUE,1,1004,"negative","nothing"
"3121",3951,138,"F",35,"English",15,2,"mittens",FALSE,1,1316,"positive","nothing"
"3122",3952,138,"F",35,"English",16,2,"guitars",TRUE,1,1037,"negative","nothing"
"3123",3953,138,"F",35,"English",17,3,"rainboots",TRUE,1,1060,"positive","item"
"3124",3954,138,"F",35,"English",18,0,"cats",FALSE,1,1061,"negative","item"
"3125",3955,138,"F",35,"English",19,2,"fish",TRUE,1,884,"positive","item"
"3126",3956,138,"F",35,"English",20,1,"pencils",TRUE,1,1052,"negative","nothing"
"3127",3957,138,"F",35,"English",21,1,"umbrellas",FALSE,1,1252,"positive","nothing"
"3128",3958,138,"F",35,"English",22,3,"dogs",FALSE,1,834,"positive","nothing"
"3129",3959,138,"F",35,"English",23,2,"ice cream cones",TRUE,1,1291,"positive","item"
"3130",396,320,"M",35,"English",12,1,"carrots",TRUE,1,860,"positive","item"
"3131",3960,138,"F",35,"English",24,3,"lollipops",FALSE,1,1078,"negative","item"
"3132",3961,138,"F",35,"English",25,3,"buckets",FALSE,1,1118,"positive","nothing"
"3133",3962,138,"F",35,"English",26,0,"plants",FALSE,1,1188,"positive","nothing"
"3134",3963,138,"F",35,"English",27,1,"cookies",FALSE,1,819,"negative","item"
"3135",3964,138,"F",35,"English",28,0,"keys",TRUE,1,525,"positive","item"
"3136",3965,138,"F",35,"English",29,1,"flowers",FALSE,1,1319,"negative","item"
"3137",3966,138,"F",35,"English",30,0,"donuts",FALSE,0,1349,"negative","nothing"
"3138",3967,138,"F",35,"English",31,2,"apples",FALSE,1,1211,"positive","nothing"
"3139",3968,138,"F",35,"English",32,2,"forks",FALSE,1,821,"negative","item"
"3140",3969,383,"M",35,"english",1,2,"presents",FALSE,1,1645,"negative","item"
"3141",397,320,"M",35,"English",13,3,"cookies",FALSE,1,756,"positive","nothing"
"3142",3970,383,"M",35,"english",2,3,"pencils",FALSE,1,1574,"positive","nothing"
"3143",3971,383,"M",35,"english",3,1,"forks",TRUE,1,1482,"negative","nothing"
"3144",3972,383,"M",35,"english",4,0,"bananas",TRUE,1,1844,"negative","nothing"
"3145",3973,383,"M",35,"english",5,0,"ice cream cones",FALSE,1,2446,"positive","nothing"
"3146",3974,383,"M",35,"english",6,3,"cats",FALSE,1,2055,"negative","item"
"3147",3975,383,"M",35,"english",7,0,"crayons",FALSE,1,893,"negative","item"
"3148",3976,383,"M",35,"english",8,3,"bows",FALSE,1,1830,"negative","item"
"3149",3977,383,"M",35,"english",9,2,"scissors",FALSE,1,2446,"positive","nothing"
"3150",3978,383,"M",35,"english",10,0,"umbrellas",FALSE,0,1811,"negative","nothing"
"3151",3979,383,"M",35,"english",11,3,"buckets",TRUE,1,1374,"negative","nothing"
"3152",398,320,"M",35,"English",14,3,"daisies",TRUE,1,1407,"negative","nothing"
"3153",3980,383,"M",35,"english",12,1,"plants",FALSE,1,950,"positive","nothing"
"3154",3981,383,"M",35,"english",13,1,"apples",FALSE,1,2305,"negative","item"
"3155",3982,383,"M",35,"english",14,2,"carrots",TRUE,1,1173,"negative","nothing"
"3156",3983,383,"M",35,"english",15,3,"balloons",TRUE,1,2275,"positive","item"
"3157",3984,383,"M",35,"english",16,2,"phones",TRUE,1,1912,"negative","nothing"
"3158",3985,383,"M",35,"english",17,1,"guitars",TRUE,1,1019,"positive","item"
"3159",3986,383,"M",35,"english",18,0,"cookies",FALSE,1,1712,"positive","nothing"
"3160",3987,383,"M",35,"english",19,2,"cakes",TRUE,1,2108,"positive","item"
"3161",3988,383,"M",35,"english",20,0,"kites",TRUE,1,1910,"positive","item"
"3162",3989,383,"M",35,"english",21,2,"dogs",TRUE,1,1031,"positive","item"
"3163",399,320,"M",35,"English",15,3,"umbrellas",FALSE,1,767,"negative","item"
"3164",3990,383,"M",35,"english",22,3,"donuts",TRUE,1,1074,"negative","nothing"
"3165",3991,383,"M",35,"english",23,1,"keys",FALSE,1,1554,"positive","nothing"
"3166",3992,383,"M",35,"english",24,2,"flowers",FALSE,1,1673,"positive","nothing"
"3167",3993,383,"M",35,"english",25,3,"purses",FALSE,1,1442,"positive","nothing"
"3168",3994,383,"M",35,"english",26,3,"shovels",TRUE,1,1806,"positive","item"
"3169",3995,383,"M",35,"english",27,0,"lollipops",TRUE,1,867,"positive","item"
"3170",3996,383,"M",35,"english",28,0,"mittens",FALSE,1,2052,"negative","item"
"3171",3997,383,"M",35,"english",29,1,"fish",TRUE,1,1655,"positive","item"
"3172",3998,383,"M",35,"english",30,1,"rainboots",TRUE,1,1359,"negative","nothing"
"3173",3999,383,"M",35,"english",31,2,"daisies",FALSE,1,1185,"negative","item"
"3174",4,279,"M",35,"English",4,1,"dogs",TRUE,1,951,"negative","nothing"
"3175",40,483,"F",45,"English",8,3,"crayons",FALSE,1,1039,"positive","nothing"
"3176",400,320,"M",35,"English",16,3,"dogs",TRUE,1,892,"positive","item"
"3177",4000,383,"M",35,"english",32,1,"cars",FALSE,1,1491,"negative","item"
"3178",4001,389,"F",25,"English",1,0,"cookies",TRUE,1,1905,"positive","item"
"3179",4002,389,"F",25,"English",2,2,"rainboots",FALSE,1,1626,"negative","item"
"3180",4003,389,"F",25,"English",3,3,"cats",TRUE,1,909,"positive","item"
"3181",4004,389,"F",25,"English",4,1,"balloons",FALSE,1,751,"negative","item"
"3182",4005,389,"F",25,"English",5,3,"bananas",FALSE,1,797,"negative","item"
"3183",4006,389,"F",25,"English",6,3,"kites",TRUE,1,909,"negative","nothing"
"3184",4007,389,"F",25,"English",7,1,"crayons",TRUE,0,1186,"negative","item"
"3185",4008,389,"F",25,"English",8,3,"purses",TRUE,1,850,"positive","item"
"3186",4009,389,"F",25,"English",9,2,"shovels",TRUE,1,983,"negative","nothing"
"3187",401,320,"M",35,"English",17,0,"plants",TRUE,1,1017,"negative","nothing"
"3188",4010,389,"F",25,"English",10,1,"scissors",FALSE,0,677,"negative","nothing"
"3189",4011,389,"F",25,"English",11,2,"lollipops",FALSE,1,827,"positive","nothing"
"3190",4012,389,"F",25,"English",12,3,"umbrellas",FALSE,1,1220,"negative","item"
"3191",4013,389,"F",25,"English",13,1,"keys",TRUE,1,716,"positive","item"
"3192",4014,389,"F",25,"English",14,3,"dogs",FALSE,1,984,"positive","nothing"
"3193",4015,389,"F",25,"English",15,3,"cakes",TRUE,1,1077,"negative","nothing"
"3194",4016,389,"F",25,"English",16,2,"forks",TRUE,1,2234,"positive","item"
"3195",4017,389,"F",25,"English",17,0,"plants",FALSE,1,1376,"positive","nothing"
"3196",4018,389,"F",25,"English",18,0,"buckets",TRUE,1,2672,"negative","nothing"
"3197",4019,389,"F",25,"English",19,0,"flowers",FALSE,1,1406,"positive","nothing"
"3198",402,320,"M",35,"English",18,0,"shovels",FALSE,0,845,"negative","nothing"
"3199",4020,389,"F",25,"English",20,1,"bows",FALSE,1,1426,"positive","nothing"
"3200",4021,389,"F",25,"English",21,0,"mittens",FALSE,1,1032,"negative","item"
"3201",4022,389,"F",25,"English",22,1,"ice cream cones",FALSE,1,1406,"positive","nothing"
